run,anchor,community,size,representatives,sample,boundary_words
raw-t0.725-r0.05-run01,政策,240,19,方法 方式 手段 途径 措施 办法 路子 举措 思路 模式 手法 方针,办法 门路 法 举措 模式 思路 出路 方针 措施 路子 方式 方法,方案 政策 形式 门路 工具 法 路子 举措
raw-t0.725-r0.05-run01,合同,571,16,协议 签订 签署 协议书 合同 订立 协定 签约 达成 签 约定 生效,签订 协议书 签字 签 签署 签约 协议 约定 生效 谅解 订立 协定,合约 框架 生效 谅解 达成 约定 协定 签
raw-t0.725-r0.05-run01,银行,379,13,理财 银行 存款 信贷 储蓄 金融 活期 保险 余额 消费 宝 经济,保险 银行 宝 储蓄 活期 理财 险 存款 消费 余额 经济 信贷,宝 经济 险 保险 消费 银行 余额 金融
raw-t0.725-r0.05-run01,软件,483,25,电脑 硬盘 显示器 屏幕 键盘 鼠标 打印机 磁盘 按键 笔记本 服务器 内存,机器 显示器 按键 键盘 软件 计算机 服务器 打印机 硬盘 浏览器 硬件 键,浏览器 触摸 黑客 机械 液晶 机器 键 手机
raw-t0.725-r0.05-run01,感冒,144,127,治疗 病症 急性 疾病 炎症 病人 症状 患者 慢性 疼痛 病 肿瘤,临床 损伤 看病 疗效 传染病 疗法 疲劳 骨折 流感 偏方 免疫 包扎,阳性 输液 止血 按摩 止咳 艾滋病 急救 痒
raw-t0.725-r0.05-run01,火车,96,46,列车 火车 车票 客运 慢车 卧铺 车站 公共汽车 乘客 乘车 旅客 电车,机场 高速公路 客运 乘车 乘 旅客 通车 票 隧道 缆车 晚点 火车,票 往返 门票 售票 车票 退票 票价 机票
raw-t0.725-r0.05-run01,妈妈,27,159,姑姑 姐姐 妹妹 舅舅 嫂子 哥哥 爸爸 妈妈 奶奶 闺女 母亲 爸,爱人 太太 年迈 胖子 子女 哥哥 朋友们 老太太 咱 哥 她 妈,保姆 你们 公主 爱人 夫妻 小偷儿 你 弟
raw-t0.725-r0.05-run01,为什么,138,29,怎么 怎样 什么 究竟 呢 哪里 哪儿 谁 干什么 哪 到底 怎么样,怎么 请问 到底 有没有 吗 呢 哪 哪儿 为什么 哪些 不知 干什么,之所以 这样 多久 请问 是否 不知 有没有 哪些
raw-t0.725-r0.05-run01,公斤,294,23,公斤 千克 斤 平方米 公顷 立方米 亩 吨 米 磅 公里 厘米,克 元 吨 寸 尺 亩 面积 磅 米 立方 斤 桶,元 面积 桶 毫米 寸 克 人次 毫升
raw-t0.725-r0.05-run01,花,256,34,挣钱 挣 赚 赚钱 钱 赔钱 做生意 零花钱 打工 养活 干活儿 活儿,实习 谋生 零花钱 干 忙 赚钱 亏 买 做生意 干活儿 掏钱 攒,实习 亏 花 忙 赔 活 本钱 买
raw-t0.725-r0.05-run01,行,929,1,行,行,行
raw-t0.725-r0.1-run01,苹果,1214,3,新款 苹果 系列,苹果 新款 系列,系列 苹果 新款
raw-t0.725-r0.1-run01,牛奶,71,153,米饭 豆腐 酸奶 香肠 豆浆 薯条 果酱 薯片 橙汁 卤味 饺子 饼,烧烤 汤圆 烤鸭 烤肉 巧克力 淀粉 吃 喝 嚼 奶 饼干 嫩,啤酒 餐 碗 桂花 嫩 煮 糊 香味
raw-t0.725-r0.1-run01,咖啡,71,153,米饭 豆腐 酸奶 香肠 豆浆 薯条 果酱 薯片 橙汁 卤味 饺子 饼,烧烤 汤圆 烤鸭 烤肉 巧克力 淀粉 吃 喝 嚼 奶 饼干 嫩,啤酒 餐 碗 桂花 嫩 煮 糊 香味
raw-t0.725-r0.1-run01,衬衫,100,72,衬衣 毛衣 大衣 衬衫 裙子 衣服 裤子 外套 上衣 袜子 围巾 短裤,眼镜 背包 背心 枕头 拖鞋 穿 婚纱 内衣 睡袋 纽扣 绳子 球鞋,蚊帐 睡袋 被子 帐子 绳子 丝绸 首饰 兜儿
raw-t0.725-r0.1-run01,足球,281,34,体操 乒乓球 田径 篮球 排球 羽毛球 网球 举重 摔跤 游泳 棒球 滑冰,运动 网球 球拍 举重 武术 滑冰 游泳 健美 羽毛球 乒乓球 跳高 跳远,体育 太极拳 竞技 跳伞 教练 射击 跳水 健身
raw-t0.725-r0.1-run01,老师,27,134,姑姑 舅舅 姐姐 妹妹 嫂子 爸爸 哥哥 奶奶 妈妈 爸 母亲 闺女,爱人 太太 胖子 子女 哥哥 老太太 哥 她 妈 妹 姐 姨,亲属 姐妹 父子 子女 保姆 亲友 战友 男人
raw-t0.725-r0.1-run01,焦虑,129,146,沮丧 羞愧 气愤 难过 诧异 惊讶 伤心 惋惜 茫然 惭愧 伤感 苦恼,惊慌失措 怜惜 疲倦 吃惊 半信半疑 慌乱 犹豫 得意 沮丧 慌张 无聊 迷惑不解,奇怪 犹豫 高兴 自豪 着急 欣慰 庆幸 责怪
raw-t0.725-r0.1-run01,政策,1205,5,调控 政策 监管 政府 调节,调节 调控 政府 政策 监管,调节 政府 政策 监管 调控
raw-t0.725-r0.1-run01,合同,779,15,签订 签署 协议 协议书 订立 合同 协定 达成 签约 签 约定 合作,签订 协议书 签字 签 签署 签约 协议 约定 生效 谅解 订立 合作,合作 约定 生效 签字 谅解 协定 合同 达成
raw-t0.725-r0.1-run01,银行,479,16,贷款 存款 信贷 利息 银行 抵押 余额 储蓄 理财 担保 活期 债务,公积金 银行 偿还 储蓄 抵押 贷款 利率 利息 活期 债务 理财 存款,金融 偿还 债务 公积金 银行 抵押 储蓄 利息
raw-t0.725-r0.1-run01,软件,1245,6,计算机 软件 硬件 机器 机械 芯片,机器 软件 计算机 硬件 芯片 机械,芯片 机器 机械 软件 硬件 计算机
raw-t0.725-r0.1-run01,感冒,168,71,急性 炎症 病症 腹泻 症状 疼痛 发炎 出血 慢性 咳嗽 复发 高血压,疗效 传染病 骨折 咳 流感 肿瘤 糖尿病 疼 病 痒 痛 痰,失眠 艾滋病 胀 确诊 切除 传染 血压 骨折
raw-t0.725-r0.1-run01,火车,102,36,列车 火车 公交车 电车 公共汽车 车站 慢车 卧铺 车票 乘客 车厢 地铁,客运 乘车 旅客 通车 隧道 缆车 晚点 火车 航班 行李 地铁 快车,航班 车上 车票 行李 通车 线路 地铁站 隧道
raw-t0.725-r0.1-run01,妈妈,27,134,姑姑 舅舅 姐姐 妹妹 嫂子 爸爸 哥哥 奶奶 妈妈 爸 母亲 闺女,爱人 太太 胖子 子女 哥哥 老太太 哥 她 妈 妹 姐 姨,亲属 姐妹 父子 子女 保姆 亲友 战友 男人
raw-t0.725-r0.1-run01,为什么,160,28,怎么 什么 怎样 究竟 呢 哪里 哪儿 谁 到底 哪 干什么 怎么样,怎么 是不是 请问 到底 有没有 吗 呢 哪 哪儿 为什么 哪些 不知,为何 为什么 有没有 多久 谁 是不是 不知 请问
raw-t0.725-r0.1-run01,公斤,358,17,公斤 千克 斤 公顷 亩 平方米 立方米 吨 磅 米 公里 厘米,克 吨 亩 面积 磅 米 斤 桶 平方米 公顷 公里 毫米,面积 桶 米 毫米 厘米 平方米 克 毫升
raw-t0.725-r0.1-run01,花,1257,13,荷花 菊花 盛开 牡丹 桃花 梅花 玫瑰 花瓣 花卉 鲜花 花 百合,梅花 牡丹 桃花 百合 花瓣 芦花 盛开 花卉 荷花 玫瑰 花 鲜花,芦花 花 百合 花卉 鲜花 花瓣 盛开 玫瑰
raw-t0.725-r0.1-run01,行,1382,1,行,行,行
raw-t0.725-r0.1-run02,苹果,1204,3,新款 苹果 系列,苹果 新款 系列,系列 苹果 新款
raw-t0.725-r0.1-run02,牛奶,74,154,米饭 豆腐 酸奶 薯条 卤味 香肠 豆浆 薯片 饺子 果酱 橙汁 饼干,烧烤 汤圆 烤鸭 烤肉 勺 巧克力 淀粉 吃 喝 嚼 奶 饼干,芝麻 啤酒 西瓜 餐 碗 桂花 嫩 红酒
raw-t0.725-r0.1-run02,咖啡,74,154,米饭 豆腐 酸奶 薯条 卤味 香肠 豆浆 薯片 饺子 果酱 橙汁 饼干,烧烤 汤圆 烤鸭 烤肉 勺 巧克力 淀粉 吃 喝 嚼 奶 饼干,芝麻 啤酒 西瓜 餐 碗 桂花 嫩 红酒
raw-t0.725-r0.1-run02,衬衫,103,69,衬衣 毛衣 衬衫 大衣 裙子 衣服 裤子 外套 上衣 袜子 围巾 短裤,眼镜 背包 背心 枕头 拖鞋 穿 婚纱 内衣 睡袋 纽扣 球鞋 毛衣,蚊帐 睡袋 被子 打扮 梳子 首饰 装扮 水壶
raw-t0.725-r0.1-run02,足球,282,34,体操 乒乓球 田径 篮球 排球 网球 羽毛球 举重 摔跤 滑冰 游泳 棒球,运动 网球 球拍 举重 武术 滑冰 游泳 健美 羽毛球 乒乓球 跳高 跳远,打球 足球 体育 教练 太极拳 滑雪 竞技 跳伞
raw-t0.725-r0.1-run02,老师,29,133,姑姑 舅舅 姐姐 妹妹 嫂子 爸爸 哥哥 奶奶 母亲 妈妈 爸 闺女,爱人 太太 胖子 子女 哥哥 老太太 哥 她 妈 妹 姐 姨,亲属 宝宝 子女 保姆 亲友 娃娃 男人 家人
raw-t0.725-r0.1-run02,焦虑,134,155,沮丧 羞愧 气愤 惊讶 诧异 惋惜 难过 惭愧 吃惊 茫然 伤心 心疼,惊慌失措 怜惜 佩服 疲倦 吃惊 半信半疑 由衷 慌乱 犹豫 得意 沮丧 慌张,着急 怨气 焦急 惊慌失措 头疼 震惊 慌 遗憾
raw-t0.725-r0.1-run02,政策,1191,3,政策 补贴 政府,补贴 政府 政策,政府 补贴 政策
raw-t0.725-r0.1-run02,合同,614,19,协议 签订 签署 协定 协议书 订立 合同 达成 条约 约定 签 签约,签订 协议书 条约 条款 签字 签 签署 签约 契约 协议 约定 生效,签字 合作 约定 公约 生效 条约 条款 契约
raw-t0.725-r0.1-run02,银行,487,8,存款 理财 银行 活期 储蓄 信贷 余额 金融,银行 储蓄 活期 理财 存款 余额 信贷 金融,金融 信贷 余额 银行 储蓄 活期 理财 存款
raw-t0.725-r0.1-run02,软件,1233,6,计算机 软件 硬件 机器 机械 芯片,机器 软件 计算机 硬件 芯片 机械,芯片 机器 机械 硬件 计算机 软件
raw-t0.725-r0.1-run02,感冒,166,63,急性 炎症 病症 症状 腹泻 疾病 慢性 发病 复发 癌症 高血压 抑郁症,损伤 疗效 传染病 骨折 流感 肿瘤 糖尿病 病 癌 腹泻 患 肥胖,传染 切除 确诊 艾滋病 传染病 疗效 昏迷 中毒
raw-t0.725-r0.1-run02,火车,106,36,火车 列车 公交车 公共汽车 电车 慢车 乘客 乘车 大巴 车站 车票 出租车,开车 客运 乘车 出租车 步行 旅客 打车 缆车 晚点 火车 地铁 快车,高铁 骑车 车票 乘坐 旅客 搭乘 地铁站 站台
raw-t0.725-r0.1-run02,妈妈,29,133,姑姑 舅舅 姐姐 妹妹 嫂子 爸爸 哥哥 奶奶 母亲 妈妈 爸 闺女,爱人 太太 胖子 子女 哥哥 老太太 哥 她 妈 妹 姐 姨,亲属 宝宝 子女 保姆 亲友 娃娃 男人 家人
raw-t0.725-r0.1-run02,为什么,159,28,怎么 什么 怎样 究竟 呢 哪里 哪儿 谁 到底 哪 干什么 怎么样,怎么 是不是 请问 到底 有没有 吗 呢 哪 哪儿 为什么 哪些 不知,为何 为什么 请问 多久 吗 是不是 有没有 不知
raw-t0.725-r0.1-run02,公斤,363,19,公斤 千克 斤 公顷 平方米 亩 吨 立方米 磅 公里 米 厘米,克 元 吨 亩 面积 磅 米 斤 桶 人次 平方米 公顷,元 面积 公里 桶 米 毫米 厘米 人次
raw-t0.725-r0.1-run02,花,1232,14,荷花 菊花 盛开 牡丹 桃花 玫瑰 梅花 花瓣 鲜花 花卉 花 朵,朵 梅花 牡丹 桃花 百合 花瓣 芦花 盛开 花卉 荷花 玫瑰 花,花卉 朵 花瓣 花 芦花 百合 鲜花 牡丹
raw-t0.725-r0.1-run02,行,1372,1,行,行,行
raw-t0.725-r0.1-run03,苹果,1204,3,新款 苹果 系列,苹果 新款 系列,苹果 系列 新款
raw-t0.725-r0.1-run03,牛奶,74,153,米饭 豆腐 酸奶 薯条 香肠 豆浆 卤味 薯片 果酱 橙汁 饺子 饼,烧烤 汤圆 烤鸭 烤肉 勺 巧克力 淀粉 吃 喝 嚼 奶 饼干,莲子 啤酒 桂花 煮 碗 嫩 腥 煎
raw-t0.725-r0.1-run03,咖啡,74,153,米饭 豆腐 酸奶 薯条 香肠 豆浆 卤味 薯片 果酱 橙汁 饺子 饼,烧烤 汤圆 烤鸭 烤肉 勺 巧克力 淀粉 吃 喝 嚼 奶 饼干,莲子 啤酒 桂花 煮 碗 嫩 腥 煎
raw-t0.725-r0.1-run03,衬衫,103,68,衬衣 衬衫 毛衣 大衣 裙子 衣服 上衣 裤子 外套 袜子 围巾 短裤,眼镜 背包 背心 枕头 拖鞋 穿 婚纱 内衣 睡袋 纽扣 球鞋 毛衣,蚊帐 睡袋 被子 牙刷 绷带 丝绸 时装 首饰
raw-t0.725-r0.1-run03,足球,281,38,体操 乒乓球 田径 篮球 羽毛球 网球 排球 游泳 滑冰 举重 摔跤 棒球,运动 网球 球拍 举重 武术 滑冰 潜水 游泳 健美 羽毛球 乒乓球 跳高,跑步 体育 打球 太极拳 球拍 运动 潜水 钓鱼
raw-t0.725-r0.1-run03,老师,29,128,姑姑 舅舅 姐姐 妹妹 嫂子 爸爸 奶奶 哥哥 母亲 爸 妈妈 姥姥,爱人 太太 胖子 子女 哥哥 老太太 哥 她 妈 妹 姐 姨,姐妹 宝宝 父子 老家 保姆 师傅 战友 朋友
raw-t0.725-r0.1-run03,焦虑,130,158,沮丧 羞愧 气愤 惊讶 诧异 惋惜 难过 惭愧 吃惊 茫然 伤心 心疼,惊慌失措 怜惜 佩服 疲倦 吃惊 半信半疑 由衷 慌乱 犹豫 得意 沮丧 慌张,着急 犹豫 忧虑 赞叹 怀念 大吃一惊 惊慌失措 头疼
raw-t0.725-r0.1-run03,政策,279,14,方法 手段 措施 方式 办法 举措 途径 手法 做法 形式 方案 工具,办法 法 举措 措施 做法 方式 方法 方案 形式 途径 手段 手法,政策 法 工具 形式 方案 举措 做法 途径
raw-t0.725-r0.1-run03,合同,788,16,协议 签署 签订 协议书 订立 合同 协定 达成 签约 签 约定 合作,签订 协议书 签字 签 签署 签约 协议 约定 生效 谅解 订立 合作,框架 签字 约定 生效 合作 谅解 协定 合同
raw-t0.725-r0.1-run03,银行,485,9,存款 银行 理财 活期 储蓄 信贷 余额 账户 金融,银行 储蓄 活期 理财 存款 余额 信贷 金融 账户,金融 余额 活期 信贷 账户 银行 储蓄 理财
raw-t0.725-r0.1-run03,软件,120,11,浏览器 网页 下载 网站 网址 浏览 主页 登录 搜索 杀毒 软件,网址 登录 网站 软件 网页 浏览 浏览器 搜索 杀毒 主页 下载,登录 搜索 软件 杀毒 网站 主页 网页 网址
raw-t0.725-r0.1-run03,感冒,167,81,炎症 急性 病症 腹泻 症状 慢性 出血 发炎 疾病 高血压 疼痛 心脏病,损伤 疗效 传染病 骨折 流感 气管 肿瘤 糖尿病 病 痰 癌 腹泻,细胞 肠 气管 确诊 器官 腺 艾滋病 止咳
raw-t0.725-r0.1-run03,火车,106,55,公交车 火车 公共汽车 出租车 车 电车 货车 大巴 车辆 列车 私家车 警车,开车 客车 客运 乘车 出租车 追尾 电动 打车 缆车 火车 车辆 地铁,骑车 搭乘 乘坐 车厢 马车 车票 车型 地铁
raw-t0.725-r0.1-run03,妈妈,29,128,姑姑 舅舅 姐姐 妹妹 嫂子 爸爸 奶奶 哥哥 母亲 爸 妈妈 姥姥,爱人 太太 胖子 子女 哥哥 老太太 哥 她 妈 妹 姐 姨,姐妹 宝宝 父子 老家 保姆 师傅 战友 朋友
raw-t0.725-r0.1-run03,为什么,161,27,怎么 怎样 什么 究竟 呢 哪里 哪儿 谁 哪 到底 干什么 怎么样,怎么 请问 到底 有没有 吗 呢 哪 哪儿 为什么 哪些 不知 干什么,为何 为什么 不知 有没有 多久 请问 谁 究竟
raw-t0.725-r0.1-run03,公斤,363,18,公斤 千克 斤 公顷 亩 磅 米 吨 厘米 立方米 平方米 公里,克 吨 寸 尺 亩 磅 米 斤 桶 平方米 公顷 公里,平方米 桶 立方米 毫米 寸 公顷 吨 克
raw-t0.725-r0.1-run03,花,407,15,耗费 花费 消耗 节省 浪费 节约 付出 耗 投入 成本 精力 花,耗费 付出 花费 成本 耗 花 消耗 能耗 造价 投入 心血 节省,付出 造价 精力 浪费 能耗 心血 花 节约
raw-t0.725-r0.1-run03,行,1392,1,行,行,行
raw-t0.725-r0.1-run04,苹果,1221,3,新款 苹果 系列,苹果 新款 系列,系列 苹果 新款
raw-t0.725-r0.1-run04,牛奶,72,155,米饭 豆腐 酸奶 薯条 豆浆 香肠 卤味 薯片 果酱 饺子 橙汁 饼,烧烤 汤圆 烤鸭 烤肉 勺 巧克力 淀粉 吃 喝 嚼 奶 饼干,啤酒 红酒 腥 餐 桂花 碗 嫩 瓜
raw-t0.725-r0.1-run04,咖啡,72,155,米饭 豆腐 酸奶 薯条 豆浆 香肠 卤味 薯片 果酱 饺子 橙汁 饼,烧烤 汤圆 烤鸭 烤肉 勺 巧克力 淀粉 吃 喝 嚼 奶 饼干,啤酒 红酒 腥 餐 桂花 碗 嫩 瓜
raw-t0.725-r0.1-run04,衬衫,103,71,衬衣 毛衣 大衣 衬衫 裙子 衣服 裤子 袜子 外套 上衣 围巾 短裤,眼镜 背包 背心 枕头 拖鞋 穿 婚纱 内衣 睡袋 纽扣 绳子 球鞋,蚊帐 睡袋 穿 口罩 帽子 扇子 绳子 手套
raw-t0.725-r0.1-run04,足球,282,38,体操 乒乓球 田径 篮球 羽毛球 网球 排球 游泳 举重 滑冰 摔跤 棒球,运动 网球 球拍 举重 武术 滑冰 潜水 游泳 健美 羽毛球 乒乓球 跳高,太极拳 教练 打球 体育 武术 健身 球拍 潜水
raw-t0.725-r0.1-run04,老师,28,130,姑姑 舅舅 妹妹 姐姐 嫂子 爸爸 奶奶 哥哥 母亲 妈妈 爸 姥姥,爱人 太太 胖子 子女 哥哥 老太太 哥 她 妈 妹 姐 姨,宝宝 姐妹 父子 保姆 师傅 战友 娃娃 小姐
raw-t0.725-r0.1-run04,焦虑,132,161,沮丧 羞愧 气愤 诧异 惊讶 惋惜 难过 惭愧 吃惊 茫然 伤心 惊诧,惊慌失措 怜惜 佩服 疲倦 吃惊 半信半疑 慌乱 犹豫 得意 沮丧 慌张 迷惑不解,着急 犹豫 惊慌失措 头疼 高兴 慌 目瞪口呆 欣慰
raw-t0.725-r0.1-run04,政策,1212,5,调控 政策 监管 政府 调节,调节 调控 政府 政策 监管,调节 政府 政策 监管 调控
raw-t0.725-r0.1-run04,合同,798,15,签订 签署 协议 协议书 订立 合同 协定 达成 签约 签 约定 合作,签订 协议书 签字 签 签署 签约 协议 约定 生效 谅解 订立 合作,合作 约定 生效 签字 谅解 达成 协定 合同
raw-t0.725-r0.1-run04,银行,522,7,保险 金融 银行 信贷 理财 消费 险,保险 银行 理财 险 消费 信贷 金融,消费 险 理财 银行 金融 保险 信贷
raw-t0.725-r0.1-run04,软件,1107,8,设备 机器 机械 计算机 硬件 软件 装置 开动,机器 软件 开动 计算机 硬件 装置 设备 机械,开动 装置 软件 机械 硬件 计算机 机器 设备
raw-t0.725-r0.1-run04,感冒,167,81,炎症 急性 腹泻 病症 症状 出血 慢性 发炎 疼痛 高血压 咳嗽 疾病,损伤 疗效 传染病 骨折 咽 流感 气管 肿瘤 糖尿病 病 痒 痰,咽 肠 腺 气管 艾滋病 确诊 痒 止血
raw-t0.725-r0.1-run04,火车,106,57,公交车 火车 公共汽车 出租车 车 车辆 货车 电车 大巴 私家车 警车 列车,开车 客车 客运 乘车 出租车 追尾 电动 打车 缆车 火车 车辆 地铁,车站 车票 车型 搭乘 上车 乘坐 马车 电动
raw-t0.725-r0.1-run04,妈妈,28,130,姑姑 舅舅 妹妹 姐姐 嫂子 爸爸 奶奶 哥哥 母亲 妈妈 爸 姥姥,爱人 太太 胖子 子女 哥哥 老太太 哥 她 妈 妹 姐 姨,宝宝 姐妹 父子 保姆 师傅 战友 娃娃 小姐
raw-t0.725-r0.1-run04,为什么,161,27,怎么 怎样 什么 究竟 呢 哪里 哪儿 谁 哪 到底 干什么 怎么样,怎么 请问 到底 有没有 吗 呢 哪 哪儿 为什么 哪些 不知 干什么,为何 为什么 多久 有没有 什么样 怎么样 不知 请问
raw-t0.725-r0.1-run04,公斤,584,17,公斤 千克 斤 磅 米 厘米 吨 立方米 公顷 平方米 公里 毫米,克 吨 寸 尺 磅 米 斤 桶 平方米 公顷 公里 毫米,立方米 平方米 桶 尺 毫米 寸 公顷 克
raw-t0.725-r0.1-run04,花,1259,13,荷花 菊花 盛开 牡丹 桃花 梅花 玫瑰 花瓣 花卉 鲜花 花 百合,梅花 牡丹 桃花 百合 花瓣 芦花 盛开 花卉 荷花 玫瑰 花 鲜花,花瓣 花 芦花 花卉 百合 鲜花 玫瑰 盛开
raw-t0.725-r0.1-run04,行,1388,1,行,行,行
raw-t0.725-r0.1-run05,苹果,1227,3,新款 苹果 系列,苹果 新款 系列,系列 苹果 新款
raw-t0.725-r0.1-run05,牛奶,76,163,米饭 豆腐 豆浆 酸奶 卤味 香肠 薯条 饺子 薯片 果酱 橙汁 饼,烧烤 汤圆 烤鸭 烤肉 勺 巧克力 淀粉 吃 喝 嚼 奶 饼干,葡萄酒 餐 醋 桂花 碗 嫩 味道 糊
raw-t0.725-r0.1-run05,咖啡,76,163,米饭 豆腐 豆浆 酸奶 卤味 香肠 薯条 饺子 薯片 果酱 橙汁 饼,烧烤 汤圆 烤鸭 烤肉 勺 巧克力 淀粉 吃 喝 嚼 奶 饼干,葡萄酒 餐 醋 桂花 碗 嫩 味道 糊
raw-t0.725-r0.1-run05,衬衫,105,69,衬衣 毛衣 衬衫 大衣 裙子 衣服 裤子 外套 上衣 袜子 围巾 短裤,眼镜 背包 背心 枕头 拖鞋 穿 婚纱 内衣 睡袋 纽扣 球鞋 毛衣,蚊帐 睡袋 被子 打扮 丝绸 首饰 装扮 水壶
raw-t0.725-r0.1-run05,足球,284,38,乒乓球 体操 田径 羽毛球 网球 篮球 排球 举重 摔跤 棒球 游泳 台球,运动 选手 网球 球拍 举重 武术 球员 滑冰 游泳 健美 羽毛球 乒乓球,体育 健身 球员 打球 太极拳 长跑 竞技 跳伞
raw-t0.725-r0.1-run05,老师,27,129,姑姑 舅舅 妹妹 姐姐 嫂子 爸爸 奶奶 哥哥 母亲 妈妈 爸 姥姥,爱人 太太 胖子 子女 哥哥 老太太 哥 她 妈 妹 姐 姨,亲属 宝宝 家伙 姐妹 父子 老家 保姆 子女
raw-t0.725-r0.1-run05,焦虑,135,161,沮丧 羞愧 气愤 诧异 惊讶 难过 惋惜 茫然 惭愧 吃惊 伤心 心疼,惊慌失措 怜惜 佩服 疲倦 吃惊 半信半疑 慌乱 犹豫 得意 沮丧 慌张 无聊,着急 焦急 头疼 可悲 赞叹 不已 钦佩 怀疑
raw-t0.725-r0.1-run05,政策,1216,5,监管 监督 监察 调控 政策,监察 调控 监督 政策 监管,政策 监察 监督 调控 监管
raw-t0.725-r0.1-run05,合同,794,16,协议 签署 签订 协议书 订立 合同 协定 达成 签约 签 约定 合作,签订 协议书 签字 签 签署 签约 协议 约定 生效 谅解 订立 合作,签字 框架 签约 合作 达成 约定 签 生效
raw-t0.725-r0.1-run05,银行,530,7,保险 金融 银行 信贷 理财 消费 险,保险 银行 理财 险 消费 信贷 金融,险 理财 消费 银行 信贷 保险 金融
raw-t0.725-r0.1-run05,软件,1258,8,设备 硬件 软件 机械 机器 计算机 装备 装置,机器 软件 计算机 硬件 装置 装备 设备 机械,装置 软件 装备 机器 计算机 机械 硬件 设备
raw-t0.725-r0.1-run05,感冒,223,82,治疗 病症 疾病 急性 患者 病人 确诊 癌症 病 肿瘤 炎症 慢性,临床 看病 疗效 传染病 疗法 骨折 流感 挂号 肿瘤 糖尿病 病 癌,医生 护士 医学 看病 救治 康复 出院 住院
raw-t0.725-r0.1-run05,火车,108,56,公交车 公共汽车 火车 出租车 电车 车 大巴 列车 货车 车辆 私家车 警车,开车 客车 客运 乘车 出租车 步行 追尾 电动 打车 缆车 火车 车辆,车票 地铁站 车型 站台 搭乘 乘坐 追尾 马车
raw-t0.725-r0.1-run05,妈妈,27,129,姑姑 舅舅 妹妹 姐姐 嫂子 爸爸 奶奶 哥哥 母亲 妈妈 爸 姥姥,爱人 太太 胖子 子女 哥哥 老太太 哥 她 妈 妹 姐 姨,亲属 宝宝 家伙 姐妹 父子 老家 保姆 子女
raw-t0.725-r0.1-run05,为什么,163,27,怎么 怎样 什么 究竟 呢 哪里 哪儿 谁 哪 到底 干什么 怎么样,怎么 请问 到底 有没有 吗 呢 哪 哪儿 为什么 哪些 不知 干什么,为何 为什么 多少 多久 不知 请问 什么样 有没有
raw-t0.725-r0.1-run05,公斤,366,19,公斤 千克 斤 公顷 亩 平方米 立方米 米 磅 吨 厘米 公里,克 吨 寸 尺 亩 面积 磅 米 斤 桶 平方米 公顷,立方米 面积 平方米 桶 尺 毫米 寸 克
raw-t0.725-r0.1-run05,花,1257,14,荷花 菊花 盛开 牡丹 桃花 玫瑰 梅花 花瓣 鲜花 花卉 花 朵,朵 梅花 牡丹 桃花 百合 花瓣 芦花 盛开 花卉 荷花 玫瑰 花,朵 芦花 花 花卉 百合 盛开 鲜花 花瓣
raw-t0.725-r0.1-run05,行,1411,1,行,行,行
raw-t0.725-r0.2-run01,苹果,1743,3,新款 苹果 系列,苹果 新款 系列,系列 苹果 新款
raw-t0.725-r0.2-run01,牛奶,81,90,米饭 卤味 薯条 饺子 饼干 香肠 烤肉 酸奶 饼 薯片 点心 海鲜,烧烤 汤圆 烤鸭 烤肉 巧克力 吃 饼干 面粉 方便面 碗 粥 烤,红茶 咖啡 红酒 豆制品 醋 午餐 香油 甜
raw-t0.725-r0.2-run01,咖啡,81,90,米饭 卤味 薯条 饺子 饼干 香肠 烤肉 酸奶 饼 薯片 点心 海鲜,烧烤 汤圆 烤鸭 烤肉 巧克力 吃 饼干 面粉 方便面 碗 粥 烤,红茶 咖啡 红酒 豆制品 醋 午餐 香油 甜
raw-t0.725-r0.2-run01,衬衫,113,57,衬衣 衬衫 毛衣 大衣 裙子 上衣 衣服 外套 裤子 袜子 短裤 围巾,背心 拖鞋 穿 婚纱 内衣 睡袋 纽扣 球鞋 毛衣 穿着 发型 上衣,蚊帐 睡袋 首饰 时装 被子 书包 项链 打扮
raw-t0.725-r0.2-run01,足球,320,27,乒乓球 体操 田径 排球 羽毛球 网球 篮球 举重 摔跤 棒球 滑冰 台球,网球 球拍 举重 武术 滑冰 游泳 健美 羽毛球 乒乓球 跳高 跳远 射击,太极拳 武术 长跑 游泳 运动会 打球 滑雪 足球
raw-t0.725-r0.2-run01,老师,31,93,姑姑 舅舅 奶奶 爸爸 爸 姐姐 爷爷 妹妹 姥姥 嫂子 哥哥 妈妈,爱人 太太 胖子 哥哥 老太太 哥 她 妈 妹 姐 姨 娘,小时候 老家 他 你 师傅 爱人 同学 姑娘
raw-t0.725-r0.2-run01,焦虑,163,108,沮丧 羞愧 气愤 难过 伤心 惊讶 诧异 惋惜 茫然 惭愧 伤感 苦恼,惊慌失措 怜惜 疲倦 吃惊 慌乱 得意 沮丧 慌张 迷惑不解 绝望 惊奇 垂头丧气,生气 着急 不服气 震惊 疑惑 怨恨 焦急 惊慌失措
raw-t0.725-r0.2-run01,政策,318,4,措施 举措 政策 行动,举措 行动 措施 政策,行动 政策 措施 举措
raw-t0.725-r0.2-run01,合同,1001,15,签订 签署 协议 协议书 订立 合同 协定 达成 签约 签 约定 合作,签订 协议书 签字 签 签署 签约 协议 约定 生效 谅解 订立 合作,签约 达成 签字 合作 约定 谅解 生效 协议
