token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
会见,0,230,0.3151544039711648,43,0.09987814977219289,0.127278103035151,0.9997442855421539,43,0.0001292402756627549,0.9996150452664911,0.0007248570722244641,6,huìjiàn,to meet with (sb who is paying a visit),Translation,敬重 | 感激 | 祝福 | 敬佩 | 感谢 | 敬意 | 衷心 | 尊敬 | 怀念 | 钦佩 | 祝愿 | 祝贺,0.5
剃,47,295,0.26097064495587147,1,-0.0357867218624634,-0.0484239517932633,0.8205275987023876,1,0.14576017665833063,0.6747674220440569,0.15628403162682258,7-9,tì,to shave; shave; to weed; variant of 剃,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,0.5
装饰,47,295,0.2609274789869582,30,0.015313634579761898,0.02029946396315874,0.9595402690399844,30,0.011334052941190147,0.9482062160987942,0.061576272941181794,5,zhuāngshì,to decorate; decoration; decorative; ornamental,Translation,艳丽 | 古朴 | 迷人 | 明媚 | 质朴 | 优雅 | 优美 | 别致 | 纯朴 | 精致 | 文雅 | 韵味,1.0
框,47,295,0.2608074401170136,27,0.004110278878976359,0.005529750008519193,0.6459381279597273,31,0.2455392364753969,0.4003988914843304,0.2507713780679971,7-9,kuàng,frame (e.g. door frame); casing; fig. framework; template; to circle (i.e. draw a circle around sth); to frame; to restrict; Taiwan pr. [kuāng],Translation,电脑 | 手机 | 短信 | 电子邮件 | 打印机 | 浏览器 | 密码 | 磁盘 | 银行卡 | 关机 | 按键 | 鼠标,0.5
古董,47,295,0.2587914406691868,42,0.030519865646695593,0.0395474167581492,0.89899182126237,46,0.043296674838158036,0.855695146424212,0.13041656197786705,7-9,gǔdǒng,curio; antique,Translation,文字 | 书 | 抄写 | 书籍 | 稿子 | 字典 | 画册 | 写 | 本子 | 便条 | 字体 | 论文,1.0
织,47,295,0.25859678829736427,1,0.024364030323933278,0.031816495909977795,0.9858037152134036,1,0.007780197684972271,0.9780235175284313,0.024119314034753973,6,zhī,to weave,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,1.0
随身,47,295,0.2580144139993642,31,0.026372659050195618,0.034323389148314384,0.9004451264573867,31,0.06069233608445947,0.8397527903729273,0.1167841440125986,7-9,suíshēn,to (carry) on one's person; to (take) with one,Translation,电脑 | 手机 | 短信 | 电子邮件 | 打印机 | 浏览器 | 密码 | 磁盘 | 银行卡 | 关机 | 按键 | 鼠标,0.75
硬币,47,295,0.25773789470626274,31,0.04354302267590637,0.05541198590598721,0.7780598111145213,31,0.170138502845311,0.6079213082692103,0.19170410606073612,7-9,yìngbì,coin,Translation,电脑 | 手机 | 短信 | 电子邮件 | 打印机 | 浏览器 | 密码 | 磁盘 | 银行卡 | 关机 | 按键 | 鼠标,0.75
折叠,47,295,0.2572102094606309,27,0.0205652074433596,0.02694055517774307,0.6008023253866999,27,0.21632630543867587,0.384476019948024,0.3326369129955662,7-9,zhédié,"to fold; collapsible; folding (bicycle, antenna, bed etc)",Translation,光滑 | 形状 | 圆形 | 弯曲 | 花纹 | 坚硬 | 修长 | 线条 | 柔软 | 凹 | 结实 | 白色,1.0
焊,47,295,0.25719524327761817,1,-0.010264827036970181,-0.013819010909762793,0.94104023251168,41,0.018677914287276647,0.9223623182244034,0.08078416499670917,7-9,hàn,to weld; to solder; variant of 焊; variant of 焊,Translation,米饭 | 汁 | 豆浆 | 果酱 | 豆腐 | 果汁 | 酸奶 | 橙汁 | 面条儿 | 牛奶 | 醋 | 粥,1.0
装扮,47,295,0.2569169451310258,30,-0.04682170557636278,-0.06301005691028538,0.959416088273018,30,0.02943348076222331,0.9299826075107948,0.05249729843530035,7-9,zhuāngbàn,to decorate; to adorn; to dress up; to disguise oneself,Translation,艳丽 | 古朴 | 迷人 | 明媚 | 质朴 | 优雅 | 优美 | 别致 | 纯朴 | 精致 | 文雅 | 韵味,0.75
杠铃,47,295,0.25664746175894815,11,0.011747410468981229,0.015557424535718437,0.885270065737396,3,0.0545691936607292,0.8307008720766668,0.13356784111544692,7-9,gànglíng,barbell,Translation,比赛 | 决赛 | 冠军 | 预赛 | 选手 | 单打 | 田径 | 半决赛 | 夺冠 | 亚军 | 乒乓球 | 参赛,0.25
陶瓷,47,295,0.2557683071246356,17,0.0314430007234478,0.04053632403239189,0.9824828144837524,44,0.006922998010725749,0.9755598164730267,0.0302285101300849,7-9,táocí,pottery and porcelain; ceramics,Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,1.0
器械,47,295,0.25511870778897006,18,0.011987551208663044,0.01583834677947732,0.7991505359010944,18,0.16066173660015215,0.6384887993009423,0.17389594533150593,7-9,qìxiè,apparatus; instrument; equipment; weapon,Translation,炎症 | 病症 | 急性 | 疼痛 | 治疗 | 出血 | 疾病 | 症状 | 慢性 | 发炎 | 肿瘤 | 腹泻,1.0
炸药,47,295,0.2545700579669842,40,0.02415920165932839,0.031392336881751054,0.9719767883381497,44,0.008235477098431384,0.9637413112397183,0.04595765015620398,6,zhàyào,explosive (material),Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,0.25
打扮,47,295,0.25373488080577544,30,-0.023207198046779176,-0.03109779279492121,0.9845015669280861,30,0.008687603614290456,0.9758139633137957,0.02673893376935225,5,dǎban,to decorate; to dress; to make up; to adorn; manner of dressing; style of dress,Translation,艳丽 | 古朴 | 迷人 | 明媚 | 质朴 | 优雅 | 优美 | 别致 | 纯朴 | 精致 | 文雅 | 韵味,0.75
热水器,47,295,0.25252846113055133,36,0.018659614631302585,0.024355640083345488,0.8874855521826363,36,0.04838144906531272,0.8391041031173235,0.1307488142326904,6,rèshuǐqì,water heater,Translation,浴室 | 房间 | 楼房 | 居民楼 | 屋子 | 临街 | 旅馆 | 院子 | 餐厅 | 楼道 | 宾馆 | 宿舍,0.25
珠宝,47,295,0.25248958713619557,36,0.05342392001422577,0.06670199768095274,0.9917309864117633,44,0.0034458783981802686,0.988285108013583,0.015896188514692704,6,zhūbǎo,pearls; jewels; precious stones,Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,1.0
束,47,295,0.2524571297301423,27,0.019018015521629156,0.02480953029842211,0.6465655377481696,44,0.3091270614720259,0.3374384762761437,0.21978554423994826,3,shù,"to bind; bunch; bundle; classifier for bunches, bundles, beams of light etc; to control; surname Shu",Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,0.25
器材,47,295,0.25239381015163775,17,0.022383410371715373,0.02906975674128303,0.9149396049681693,17,0.03538241555225579,0.8795571894159135,0.11181042618270108,7-9,qìcái,equipment; material,Translation,检测 | 安装 | 消毒 | 清洗 | 组装 | 加工 | 修理 | 调试 | 零件 | 样品 | 测量 | 部件,1.0
鼓,47,295,0.25149663008456724,1,-0.004301101225948123,-0.0057462683520503235,0.822346739310407,32,0.05755613192899436,0.7647906073814127,0.2008404331583502,5,gǔ,old variant of 鼓; drum; to drum; to strike; to rouse; to bulge; to swell,Translation,歌曲 | 戏剧 | 舞蹈 | 歌剧 | 演唱 | 话剧 | 电影 | 音乐 | 喜剧 | 演出 | 独唱 | 剧本,0.25
摆设,47,295,0.2511901793363377,36,-0.006922855549314766,-0.00924514524018803,0.920604525127209,36,0.05594465499128728,0.8646598701359217,0.09797017636509361,7-9,bǎishe,to set out; to display; to furnish (a room or house); ornament; decorative item; (fig.) sth that is merely for show,Translation,浴室 | 房间 | 楼房 | 居民楼 | 屋子 | 临街 | 旅馆 | 院子 | 餐厅 | 楼道 | 宾馆 | 宿舍,0.75
时装,47,295,0.25114062258436703,32,-0.014347342503248928,-0.019158927478163622,0.9396986826681543,32,0.056268539095500676,0.8834301435726536,0.06449507768532754,6,shízhuāng,fashion; fashionable clothes,Translation,歌曲 | 戏剧 | 舞蹈 | 歌剧 | 演唱 | 话剧 | 电影 | 音乐 | 喜剧 | 演出 | 独唱 | 剧本,1.0
剑,47,295,0.25112036275047195,11,0.033570526790806354,0.04290436418015215,0.8926008167562871,44,0.09845404671942769,0.7941467700368594,0.1004558318887015,6,jiàn,double-edged sword; classifier for blows of a sword; variant of 剑,Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,0.25
阀门,47,295,0.2509475163550198,17,0.005803600816138621,0.0076883540261608015,0.7941014056132786,17,0.08861297144433253,0.705488434168946,0.2067163713282426,7-9,fámén,valve (mechanical),Translation,检测 | 安装 | 消毒 | 清洗 | 组装 | 加工 | 修理 | 调试 | 零件 | 样品 | 测量 | 部件,0.5
肩,47,295,0.25088871472461194,1,-0.01759007602312329,-0.02348125888486233,0.4687547963780623,1,0.3206549976393702,0.14809979873869206,0.3180865084532097,5,jiān,shoulder; to shoulder (responsibilities etc),Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,0.0
算盘,47,295,0.2500571941738816,12,-0.00212563650298786,-0.002834398152064751,0.9391869373490532,31,0.011814686670985704,0.9273722506780675,0.09583052682761176,7-9,suànpán,abacus; plan; scheme,Translation,电脑 | 手机 | 短信 | 电子邮件 | 打印机 | 浏览器 | 密码 | 磁盘 | 银行卡 | 关机 | 按键 | 鼠标,0.25
琴,47,295,0.24957534896209274,32,0.028417096568447153,0.0364863550981731,0.5124791729325704,32,0.3920320927390718,0.12044708019349859,0.260119886922136,5,qín,"guqin 琴 (a type of zither); musical instrument in general; variant of 琴, guqin or zither",Translation,歌曲 | 戏剧 | 舞蹈 | 歌剧 | 演唱 | 话剧 | 电影 | 音乐 | 喜剧 | 演出 | 独唱 | 剧本,0.25
盖,47,295,0.24867697370624095,1,-0.03779921150676421,-0.0503101997195878,0.6301006120572067,1,0.29826318030616766,0.331837431751039,0.24958893129232523,4,gài,lid; top; cover; canopy; to cover; to conceal; to build; surname Ge,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,0.5
雕刻,47,295,0.24770347254492575,32,-0.014142267851348866,-0.018798794538093116,0.5869735768689458,32,0.40132599853805667,0.18564757833088913,0.19134460393930702,7-9,diāokè,to carve; to engrave; carving,Translation,歌曲 | 戏剧 | 舞蹈 | 歌剧 | 演唱 | 话剧 | 电影 | 音乐 | 喜剧 | 演出 | 独唱 | 剧本,0.75
弹,47,295,0.247470514911745,1,-0.018033924850929084,-0.02396440964544273,0.9041800654825076,1,0.049647513844615535,0.8545325516378921,0.12125721035212009,5,tán,crossball; bullet; shot; shell; ball; to pluck (a string); to play (a string instrument); to spring or leap; to shoot (e.g. with a catapult); (of cotton) to fluff or tease; to flick; to flip; to accuse; to impeach; elastic (of materials),Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,0.25
手工,47,295,0.24652560926215264,41,0.005238716063432458,0.006904739112151009,0.8404402073857592,17,0.07658705996909079,0.7638531474166684,0.16444354169114478,4,shǒugōng,handwork; manual,Translation,检测 | 安装 | 消毒 | 清洗 | 组装 | 加工 | 修理 | 调试 | 零件 | 样品 | 测量 | 部件,1.0
武器,47,295,0.24647907869686062,37,-0.00029588134442448677,-0.0003926650688248834,0.4331533954092759,37,0.39282321554909727,0.04033017986017862,0.3330526063942735,3,wǔqì,weapon; arms,Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,0.25
饭碗,47,295,0.24646295051034584,12,-0.016983637659743922,-0.022538556891458006,0.6753068307318294,41,0.18287555187518983,0.49243127885663956,0.32123672437684014,7-9,fànwǎn,rice bowl; fig. livelihood; job; way of making a living,Translation,米饭 | 汁 | 豆浆 | 果酱 | 豆腐 | 果汁 | 酸奶 | 橙汁 | 面条儿 | 牛奶 | 醋 | 粥,0.25
包装,47,295,0.24592313510172006,17,-0.010366580488365057,-0.013747379041742017,0.5286038778193375,41,0.2984894482020067,0.2301144296173308,0.3059858186955617,5,bāozhuāng,to pack; to package; to wrap; packaging,Translation,米饭 | 汁 | 豆浆 | 果酱 | 豆腐 | 果汁 | 酸奶 | 橙汁 | 面条儿 | 牛奶 | 醋 | 粥,1.0
包裹,47,295,0.2459172451106701,1,0.023974604433931818,0.030813415163612697,0.9359157516632325,41,0.02901152796861208,0.9069042236946204,0.09199587371540281,4,bāoguǒ,to wrap up; to bind up; bundle; parcel; package,Translation,米饭 | 汁 | 豆浆 | 果酱 | 豆腐 | 果汁 | 酸奶 | 橙汁 | 面条儿 | 牛奶 | 醋 | 粥,1.0
炸弹,47,295,0.24556906847242135,40,-0.029585438993445207,-0.039215569984041306,0.444397476922636,37,0.36225746059894853,0.08214001632368745,0.33659443003850753,6,zhàdàn,bomb,Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,0.25
电器,47,295,0.24287138344876988,17,0.022385023035090018,0.028716653434017584,0.6432762124638263,31,0.2894406364572752,0.3538355760065511,0.24329822124341052,6,diànqì,(electrical) appliance; device,Translation,电脑 | 手机 | 短信 | 电子邮件 | 打印机 | 浏览器 | 密码 | 磁盘 | 银行卡 | 关机 | 按键 | 鼠标,0.5
绝缘,47,295,0.24265326056225603,17,0.00838938376910306,0.010955972318465144,0.5592513453170775,17,0.31939821727470785,0.2398531280423697,0.31154687551172605,7-9,juéyuán,to have no contact with; to be cut off from; (electricity) to insulate,Translation,检测 | 安装 | 消毒 | 清洗 | 组装 | 加工 | 修理 | 调试 | 零件 | 样品 | 测量 | 部件,0.25
盏,47,295,0.24259982145313383,41,-0.0035100145265238025,-0.0046342932388239244,0.8272944642165316,44,0.14609282895732134,0.6812016352592103,0.1442551644564644,7-9,zhǎn,a small cup; classifier for lamps,Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,0.5
杆,47,295,0.24246020557404524,1,0.02495995367962478,0.03189771465109409,0.9607186038947095,44,0.027507833948206262,0.9332107699465033,0.05455328497519608,6,gǎn,pole; stick; pole; lever; classifier for long objects such as guns,Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,0.25
缸,47,295,0.2411207499491274,41,-0.011739740871162863,-0.015469840386828098,0.8257344767836293,41,0.13049727845148623,0.695237198332143,0.15346774207674216,7-9,gāng,jar; vat; classifier for loads of laundry,Translation,米饭 | 汁 | 豆浆 | 果酱 | 豆腐 | 果汁 | 酸奶 | 橙汁 | 面条儿 | 牛奶 | 醋 | 粥,0.5
皮球,47,295,0.24106451549645186,11,-0.026129018728588582,-0.034428511068606345,0.5542989995102263,3,0.18224426110459022,0.3720547384056361,0.39733840831289774,6,píqiú,"ball (made of rubber, leather etc)",Translation,比赛 | 决赛 | 冠军 | 预赛 | 选手 | 单打 | 田径 | 半决赛 | 夺冠 | 亚军 | 乒乓球 | 参赛,0.0
发电机,47,295,0.24095154618492992,17,-0.00201587592244043,-0.002655793463919753,0.5036713761410853,17,0.23554364954686852,0.26812772659421674,0.3551476380052142,7-9,fādiànjī,electricity generator; dynamo,Translation,检测 | 安装 | 消毒 | 清洗 | 组装 | 加工 | 修理 | 调试 | 零件 | 样品 | 测量 | 部件,0.5
橡胶,47,295,0.239520834558961,41,0.02916027043690428,0.0369285893180893,0.7399356212377552,44,0.17874575667189976,0.5611898645658555,0.21503262811379537,7-9,xiàngjiāo,rubber; caoutchouc,Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,1.0
染,47,295,0.23781247641240946,1,-0.01576523163596913,-0.02068419010818059,0.75958434698607,41,0.18218189029407078,0.5774024566919993,0.19544170856113482,5,rǎn,to dye; to catch (a disease); to acquire (bad habits etc); to contaminate; to add color washes to a painting,Translation,米饭 | 汁 | 豆浆 | 果酱 | 豆腐 | 果汁 | 酸奶 | 橙汁 | 面条儿 | 牛奶 | 醋 | 粥,1.0
锁,47,295,0.23774326552593003,1,-0.02025043552581876,-0.026566423896262212,0.5588400579838453,1,0.2622249970154058,0.2966150609684395,0.31202730487434444,5,suǒ,to lock; to lock up; a lock; old variant of 锁,Translation,拧 | 拽 | 踹 | 磕 | 搓 | 蹬 | 扔 | 蹦 | 搂 | 捏 | 叼 | 扒,0.5
空调,47,295,0.23739905850931617,9,0.013862243456449153,0.01785305952064294,0.7975593557301844,31,0.11887458776378987,0.6786847679663945,0.1930189030622114,3,kōngtiáo,air conditioning; air conditioner (including units that have a heating mode),Translation,电脑 | 手机 | 短信 | 电子邮件 | 打印机 | 浏览器 | 密码 | 磁盘 | 银行卡 | 关机 | 按键 | 鼠标,0.5
彩电,47,295,0.23608566787220245,31,0.01386444701550929,0.017825694641322578,0.4993929337544812,31,0.45341252053919734,0.045980413215283844,0.24135515485045456,7-9,cǎidiàn,color TV,Translation,电脑 | 手机 | 短信 | 电子邮件 | 打印机 | 浏览器 | 密码 | 磁盘 | 银行卡 | 关机 | 按键 | 鼠标,0.5
雕,47,295,0.23599929271669876,1,-0.011558546882479453,-0.015128974060220894,0.8328956970007484,44,0.06384140305726393,0.7690542939434845,0.17628229298174253,7-9,diāo,"variant of 雕, to engrave; to carve; to engrave; shrewd; bird of prey; bird of prey",Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,1.0
膜,47,295,0.2330676330156653,27,0.006796692514238756,0.008784331454015134,0.6315340129375839,41,0.14298923206674283,0.4885447808708411,0.3228979871177066,6,mó,membrane; film,Translation,米饭 | 汁 | 豆浆 | 果酱 | 豆腐 | 果汁 | 酸奶 | 橙汁 | 面条儿 | 牛奶 | 醋 | 粥,1.0
金属,47,295,0.23291610757002734,17,0.010147588478669783,0.01305606981694374,0.5442496328406948,44,0.2168543322977563,0.3273953005429385,0.36350918270448673,7-9,jīnshǔ,metal,Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,1.0
钻石,47,295,0.2328397257620485,27,0.034445432261990344,0.04297054272778279,0.6753111163475871,44,0.2769647950737054,0.3983463212738817,0.2228120118250114,7-9,zuànshí,diamond,Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,1.0
担子,47,295,0.23260813519945378,12,-0.00523737736757135,-0.006824906032764112,0.5593257542246307,34,0.08942846473360952,0.46989728949102116,0.4822864840147887,7-9,dànzi,carrying pole and the loads on it; burden; task; responsibility,Translation,气质 | 品德 | 魄力 | 性格 | 天赋 | 素养 | 才华 | 毅力 | 天分 | 自信心 | 修养 | 功力,0.0
串,47,295,0.23164656483847992,1,-0.018025010224214155,-0.023459269392639686,0.7393801466961029,44,0.10705755789203632,0.6323225888040666,0.26724809532843824,6,chuàn,"to string together; to skewer; to connect wrongly; to gang up; to rove; string; bunch; skewer; classifier for things that are strung together, or in a bunch, or in a row: string of, bunch of, series of; to make a swift or abrupt linear movement (like a bead on an abacus); to move across",Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,0.5
口子,47,295,0.23118150999270673,11,0.018604870807749835,0.023627532193726642,0.651209944476483,45,0.10826760593517196,0.542942338541311,0.3654456814418006,7-9,kǒuzi,hole; opening; cut; gap; gash; my husband or wife; classifier for people (used for indicating the number of people in a family etc); precedent,Translation,山岭 | 丘陵 | 海岸 | 峡谷 | 沿岸 | 平原 | 北部 | 山区 | 山谷 | 湖泊 | 南部 | 河流,0.25
纺织,47,295,0.2304290136904788,16,0.023557001805990213,0.029701387618361712,0.9712845798686245,44,0.016253888336119904,0.9550306915325046,0.04316847585072217,7-9,fǎngzhī,spinning and weaving,Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,1.0
化纤,47,295,0.22969536652685738,16,0.027792582856397602,0.034823555686882474,0.9269563016488804,44,0.04517143682699345,0.881784864821887,0.09228968277749167,7-9,huàxiān,synthetic fiber,Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,1.0
靶子,47,295,0.2291602285877356,11,-0.0010942601220816917,-0.0014195688425323128,0.904790371381699,10,0.02879114068949802,0.875999230692201,0.14122822992594475,7-9,bǎzi,target,Translation,弊病 | 弊端 | 症结 | 道理 | 弱点 | 想法 | 难题 | 路子 | 举措 | 思路 | 出路 | 好处,0.25
包袱,47,295,0.22842641196858737,24,0.005325914558415801,0.006855345563565985,0.4763767669979812,10,0.08894750844260518,0.387429258555376,0.606346233100551,7-9,bāofu,wrapping cloth; a bundle wrapped in cloth; load; weight; burden; funny part; punchline,Translation,弊病 | 弊端 | 症结 | 道理 | 弱点 | 想法 | 难题 | 路子 | 举措 | 思路 | 出路 | 好处,0.25
槽,47,295,0.22770932580517034,27,-0.0011663849883943034,-0.0015102927270361235,0.934457799612045,41,0.016176257687379368,0.9182815419246656,0.09237684969497428,7-9,cáo,trough; manger; groove; channel; (Tw) (computing) hard drive,Translation,米饭 | 汁 | 豆浆 | 果酱 | 豆腐 | 果汁 | 酸奶 | 橙汁 | 面条儿 | 牛奶 | 醋 | 粥,0.25
家用,47,295,0.22749642216952423,17,0.007692339428888334,0.009859497157982643,0.35078244556811394,31,0.2752823446528301,0.07550010091528386,0.4029095210747542,7-9,jiāyòng,home-use; domestic; family expenses; housekeeping money,Translation,电脑 | 手机 | 短信 | 电子邮件 | 打印机 | 浏览器 | 密码 | 磁盘 | 银行卡 | 关机 | 按键 | 鼠标,0.25
印刷,47,295,0.22718660383713632,46,-0.013560018671201074,-0.01754630385359353,0.793758944298114,31,0.12487775693034099,0.668881187367773,0.1880470711278967,5,yìnshuā,to print; printing,Translation,电脑 | 手机 | 短信 | 电子邮件 | 打印机 | 浏览器 | 密码 | 磁盘 | 银行卡 | 关机 | 按键 | 鼠标,1.0
家电,47,295,0.22682013612884885,16,0.0013093310283834037,0.0016905736542305412,0.4048163913746827,16,0.24515646546554712,0.1596599259091356,0.39282080409834874,6,jiādiàn,household electric appliance; abbr. for 家用电器,Translation,产业 | 产品 | 业务 | 创新 | 市场 | 行业 | 企业 | 发展 | 驱动 | 需求 | 消费 | 应用,0.25
窑,47,295,0.2251562127672831,36,-0.0074654306236843215,-0.009634755736180603,0.5265347562700531,36,0.27874711800327345,0.24778763826677963,0.32525633019783345,7-9,yáo,kiln; oven; coal pit; cave dwelling; (coll.) brothel; variant of 窑,Translation,浴室 | 房间 | 楼房 | 居民楼 | 屋子 | 临街 | 旅馆 | 院子 | 餐厅 | 楼道 | 宾馆 | 宿舍,0.25
弦,47,295,0.22454345949137,27,0.0046146163245261995,0.0059156351111097245,0.7910283053308352,32,0.09160395569461323,0.699424349636222,0.22294003400470835,7-9,xián,bow string; string of musical instrument; watchspring; chord (segment of curve); hypotenuse,Translation,歌曲 | 戏剧 | 舞蹈 | 歌剧 | 演唱 | 话剧 | 电影 | 音乐 | 喜剧 | 演出 | 独唱 | 剧本,0.25
一身,47,295,0.22324871173251734,11,-0.011441505444346134,-0.014729947175068056,0.9400834824255292,11,0.012665235929643156,0.927418246495886,0.09806063346377858,5,yīshēn,whole body; from head to toe; single person; a suit of clothes,Translation,哆嗦 | 小声 | 咧嘴 | 嘴唇 | 摇头 | 扭头 | 胳膊 | 身子 | 眼睛 | 发愣 | 苦笑 | 叹气,1.0
叉,47,295,0.22022781099505429,1,-0.04130344154290316,-0.052968600477544266,0.4154550721985331,27,0.25135068555414325,0.16410438664438987,0.39944799910725504,5,chā,"fork; pitchfork; prong; pick; cross; intersect; ""X""; to cross; be stuck; to diverge; to open (as legs)",Translation,光滑 | 形状 | 圆形 | 弯曲 | 花纹 | 坚硬 | 修长 | 线条 | 柔软 | 凹 | 结实 | 白色,0.25
壳,47,295,0.2192622570407547,27,-0.012376687564617184,-0.015852554428463502,0.619262294389925,44,0.14392988485178954,0.47533240953813544,0.3199199403780764,7-9,ké,shell; carapace; crust (earth's crust etc); also pr. [ké],Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,0.75
板,47,295,0.21661756893614326,1,0.01866334172910633,0.023269671585095447,0.5524009674941419,44,0.26422826099557106,0.28817270649857085,0.3685706903499151,3,bǎn,"board; plank; plate; shutter; table tennis bat; clappers (music); accented beat in Chinese music; hard; stiff; to stop smiling or look serious; see 老板, boss; to catch sight of in a doorway (old)",Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,0.5
混凝土,47,295,0.2162379811092126,17,-0.017303020533907615,-0.022076880630673576,0.42935077074724576,44,0.2200346905037801,0.20931608024346565,0.41047689453071967,7-9,hùnníngtǔ,concrete,Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,0.5
拳,47,295,0.2144925053020287,11,-0.014029790542217119,-0.01786079781149851,0.6408813699903637,3,0.3255246554146346,0.3153567145757291,0.21171500595715786,7-9,quán,fist; boxing,Translation,比赛 | 决赛 | 冠军 | 预赛 | 选手 | 单打 | 田径 | 半决赛 | 夺冠 | 亚军 | 乒乓球 | 参赛,0.0
照明,47,295,0.21297451291295716,17,-0.013688959257428912,-0.017393285836389816,0.6750814262570989,31,0.13440634466110638,0.5406750815959925,0.3008207677464866,7-9,zhàomíng,lighting; illumination; to light up; to illuminate,Translation,电脑 | 手机 | 短信 | 电子邮件 | 打印机 | 浏览器 | 密码 | 磁盘 | 银行卡 | 关机 | 按键 | 鼠标,0.5
铸造,47,295,0.2127588856520614,17,-0.029256781899140993,-0.037163686405497186,0.5534054120856003,17,0.37187666772933975,0.1815287443562606,0.2652038464342861,7-9,zhùzào,to cast (pour metal into a mold),Translation,检测 | 安装 | 消毒 | 清洗 | 组装 | 加工 | 修理 | 调试 | 零件 | 样品 | 测量 | 部件,1.0
非金属,47,295,0.21182873936267024,17,-0.014876896598556233,-0.018875208145151798,0.2893806627964167,44,0.27136129154136873,0.01801937125504799,0.4565045317291246,7-9,fēi (fēijīnshǔ),"abbr. for 洲, Africa; to not be; not; wrong; incorrect; non-; un-; in-; de-; to reproach; to blame; (coll.) to insist on; simply must",Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,0.5
机械,47,295,0.21175859070730926,17,-0.019652630464103454,-0.024932248207739167,0.5013700147345921,31,0.2160449000289379,0.2853251147056542,0.3824676303841451,6,jīxiè,machine; machinery; mechanical; (old) cunning; scheming,Translation,电脑 | 手机 | 短信 | 电子邮件 | 打印机 | 浏览器 | 密码 | 磁盘 | 银行卡 | 关机 | 按键 | 鼠标,0.25
