token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
春节,0,110,0.39486347047075404,12,0.13522430788268064,0.18264648945422776,0.9994281370800977,12,0.0005716408890237649,0.998856496191074,0.0012381901918725158,2,Chūnjié,Spring Festival (Chinese New Year),Translation,下班 | 晚饭 | 晚上 | 夜里 | 半夜 | 午饭 | 睡觉 | 回家 | 放学 | 下楼 | 早饭 | 吃饭,1.0
课堂,38,206,0.28303544051720175,45,0.052555683604172565,0.06829668754826076,0.934294742012003,18,0.06325011237720006,0.871044629634803,0.06538067826165335,2,kètáng,classroom,Translation,戏剧 | 舞蹈 | 音乐 | 歌曲 | 诗歌 | 歌剧 | 话剧 | 文学 | 戏曲 | 歌舞 | 艺术 | 民歌,0.75
培养,38,206,0.2827926936285385,2,0.03415000885675107,0.04545108986711417,0.9812641147525676,2,0.012592484743112418,0.9686716300094552,0.027910452727861294,4,péiyǎng,to cultivate; to breed; to foster; to nurture; to educate; to groom (for a position); education; fostering; culture (biology),Translation,构建 | 推动 | 推进 | 拓展 | 促进 | 强化 | 加强 | 建立 | 深化 | 开展 | 开拓 | 搭建,0.0
素养,38,206,0.28228666286188026,23,-0.03619490368375372,-0.05043086398266021,0.5048624625674488,23,0.49397394832471553,0.010888514242733294,0.1793144114751784,7-9,sùyǎng,(personal) accomplishment; attainment in self-cultivation,Translation,性格 | 人格 | 天性 | 审美 | 情感 | 气质 | 品德 | 本性 | 性情 | 人性 | 自尊 | 感情,0.0
教,38,206,0.2821686394614673,28,0.019826712774294486,0.02687791741402977,0.9900196385098188,28,0.007450423671373735,0.9825692148384451,0.01598315611453798,1,jiāo,to teach; religion; teaching; to make; to cause; to tell; surname Jiao,Translation,骂 | 打岔 | 责怪 | 取笑 | 埋怨 | 胡闹 | 嘲笑 | 唠叨 | 责备 | 说闲话 | 插嘴 | 闹着玩儿,0.25
中小学,38,206,0.2810368976844224,14,0.04508959691258513,0.059013726354391616,0.9787710944438645,14,0.020255925345645753,0.9585151690982187,0.02752892767745266,2,zhōng-xiǎoxué,middle and elementary school,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,1.0
学艺,38,206,0.2802923115603042,10,0.024664123202892907,0.03313414454594558,0.9989327568863466,14,0.0007549369875442762,0.9981778198988024,0.0023719306134347288,7-9,xuéyì,to learn a skill or art,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,1.0
科目,38,206,0.2792607444084252,45,0.05317878037179155,0.06871371114331908,0.9804585603772146,45,0.019476913543021983,0.9609816468341926,0.0247388345645122,7-9,kēmù,academic subject; field of study,Translation,课文 | 句子 | 课本 | 抄写 | 书 | 本子 | 书籍 | 稿子 | 字典 | 插图 | 画册 | 写,1.0
锻炼,38,206,0.2781550786506316,23,0.02483770647221578,0.033264074382818726,0.9999798085155258,23,0.00001468442065533938,0.9999651240948705,0.0000645649567403061,4,duànliàn,to toughen; to temper; to engage in physical exercise; to work out; (fig.) to develop one's skills; to train oneself,Translation,性格 | 人格 | 天性 | 审美 | 情感 | 气质 | 品德 | 本性 | 性情 | 人性 | 自尊 | 感情,0.75
体能,38,206,0.2781495908808437,23,0.017757451327934215,0.02400927880512242,0.9983777200363542,6,0.0011375231371508997,0.9972401968992033,0.003413253919342662,7-9,tǐnéng,physical capability; stamina,Translation,比赛 | 决赛 | 选手 | 夺冠 | 单打 | 半决赛 | 冠军 | 赛场 | 田径 | 篮球 | 摔跤 | 跳远,0.75
考生,38,206,0.27781524035859895,14,0.04348969365455435,0.056799196404355316,0.9848546891489839,14,0.014865582394326437,0.9699891067546574,0.020530778435996027,2,kǎoshēng,exam candidate; student whose name has been put forward for an exam,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,1.0
特长,38,206,0.27717626232831905,23,0.03943175777058411,0.05173036863145949,0.9860926503332057,23,0.01387701391524304,0.9722156364179627,0.018792085226098307,7-9,tècháng,personal strength; one's special ability or strong points,Translation,性格 | 人格 | 天性 | 审美 | 情感 | 气质 | 品德 | 本性 | 性情 | 人性 | 自尊 | 感情,0.25
素质,38,206,0.27704034402687455,23,-0.014481572273958243,-0.02003095491471881,0.8187676749166459,23,0.1719992977458933,0.6467683771707526,0.13056211577056523,6,sùzhì,inner quality; basic essence,Translation,性格 | 人格 | 天性 | 审美 | 情感 | 气质 | 品德 | 本性 | 性情 | 人性 | 自尊 | 感情,0.0
中学生,38,206,0.2768233416972486,14,0.024940249550991944,0.0333373691854424,0.9305075308193245,14,0.04320414208546375,0.8873033887338607,0.07669610178256525,1,zhōngxuéshēng,middle-school student; high school student,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,1.0
及格,38,206,0.27600596768364555,29,0.06895464491588565,0.08695978301719268,0.9999985278165725,6,5.921018527513863e-7,0.9999979357147197,6.128478863869658e-6,4,jígé,to pass an exam or a test; to meet a minimum standard,Translation,比赛 | 决赛 | 选手 | 夺冠 | 单打 | 半决赛 | 冠军 | 赛场 | 田径 | 篮球 | 摔跤 | 跳远,1.0
知识,38,206,0.2755691556912819,23,0.0008970905425994546,0.0012368068283255009,0.7914368851884764,23,0.201543508814493,0.5898933763739834,0.14034819834259435,1,zhīshi,knowledge; intellectual,Translation,性格 | 人格 | 天性 | 审美 | 情感 | 气质 | 品德 | 本性 | 性情 | 人性 | 自尊 | 感情,0.0
听写,38,206,0.2748733991857137,45,-0.02031927021697999,-0.02802168641194821,0.7370571411046,45,0.22989309576054123,0.5071640453440587,0.17268335873258864,1,tīngxiě,(of a pupil) to write down (in a dictation exercise); dictation; (music) to transcribe by ear,Translation,课文 | 句子 | 课本 | 抄写 | 书 | 本子 | 书籍 | 稿子 | 字典 | 插图 | 画册 | 写,0.5
听力,38,206,0.27472204046781606,5,0.008878383987204364,0.012093315089594332,0.9933670011518854,14,0.0037405870734891202,0.9896264140783962,0.011388696437217847,3,tīnglì,hearing; listening ability,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,1.0
学院,38,206,0.2741648708091563,37,0.05012613540650951,0.06459875987820093,0.7337181272756829,37,0.16750430589943854,0.5662138213762443,0.1948840879737292,1,xuéyuàn,college; educational institute; school; faculty,Translation,接见 | 会见 | 拜会 | 应邀 | 出席 | 致辞 | 出任 | 就任 | 颁奖 | 邀请 | 担任 | 开幕,0.5
成绩,38,206,0.27406357755331134,6,0.04584881786841219,0.05940618642783746,0.9881494916156461,6,0.01161151578428894,0.9765379758313572,0.016845009442688016,2,chéngjì,achievement; performance records; grades,Translation,比赛 | 决赛 | 选手 | 夺冠 | 单打 | 半决赛 | 冠军 | 赛场 | 田径 | 篮球 | 摔跤 | 跳远,0.25
业余,38,206,0.27306392015450187,18,0.028072597674241834,0.03718182122947573,0.6656234453522328,18,0.3268706306165359,0.33875281473569696,0.1736905062504644,4,yèyú,in one's spare time; outside working hours; amateur (historian etc),Translation,戏剧 | 舞蹈 | 音乐 | 歌曲 | 诗歌 | 歌剧 | 话剧 | 文学 | 戏曲 | 歌舞 | 艺术 | 民歌,0.5
天赋,38,206,0.2730153261035679,23,-0.04862007532483026,-0.06687909260072901,0.823698780079844,23,0.17602860421042563,0.6476701758694183,0.11963811097912797,7-9,tiānfù,gift; innate skill,Translation,性格 | 人格 | 天性 | 审美 | 情感 | 气质 | 品德 | 本性 | 性情 | 人性 | 自尊 | 感情,0.0
旷课,38,206,0.27184237786807736,12,-0.0388174590627558,-0.05330914335429837,0.9304602498061101,14,0.05182595830152379,0.8786342915045863,0.07466283578078112,7-9,kuàngkè,to play truant; to cut classes,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,1.0
口才,38,206,0.27104851644746275,49,-0.0315966130765456,-0.043345289486976336,0.676802273322105,23,0.3227879481277037,0.35401432519440124,0.1617618656299989,7-9,kǒucái,eloquence,Translation,性格 | 人格 | 天性 | 审美 | 情感 | 气质 | 品德 | 本性 | 性情 | 人性 | 自尊 | 感情,0.0
公务员,38,206,0.2696922467268519,14,0.012527551346506682,0.016864507204488566,0.8689875924089683,14,0.12324818179737065,0.7457394106115977,0.10800397900813864,3,gōngwùyuán,functionary; office-bearer,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,1.0
钻研,38,206,0.2691616948058442,47,0.013101451090828109,0.017610903275626567,0.9974299067391822,47,0.0023103763983115025,0.9951195303408706,0.004858897143607432,7-9,zuānyán,to study meticulously; to delve into,Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.0
唱歌,38,206,0.26855094693848197,12,-0.049291454147342595,-0.06738877293097947,0.9836486980413824,6,0.012349804169916262,0.9712988938714662,0.02491450161498793,1,chànggē,to sing a song,Translation,比赛 | 决赛 | 选手 | 夺冠 | 单打 | 半决赛 | 冠军 | 赛场 | 田径 | 篮球 | 摔跤 | 跳远,0.25
小学生,38,206,0.26842918616779465,33,0.0008126292897101539,0.001109568078500213,0.9084644799157848,14,0.08794443862115059,0.8205200412946343,0.08232381956272082,1,xiǎoxuéshēng,primary school student; schoolchild; (fig.) beginner,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,1.0
民办,38,206,0.2678793290086307,14,0.029719645221764818,0.03901033404151115,0.9391819003911872,14,0.04386508369679858,0.8953168166943887,0.07267219500240125,7-9,mínbàn,run by the local people; privately operated,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,0.75
选拔,38,206,0.2660876691532404,37,0.04308179041465518,0.05544673921691166,0.8728062892701002,37,0.09774183118899324,0.7750644580811069,0.11544548911695492,6,xuǎnbá,to select the best,Translation,接见 | 会见 | 拜会 | 应邀 | 出席 | 致辞 | 出任 | 就任 | 颁奖 | 邀请 | 担任 | 开幕,0.5
大学生,38,206,0.26518613052279244,14,-0.011459486855525003,-0.015595087860382776,0.7018416166521261,14,0.28404099762423834,0.41780061902788773,0.17176670914939882,1,dàxuéshēng,university student; college student,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,1.0
上岗,38,206,0.2649096517825402,12,0.029172759500180168,0.03817109475204207,0.7457653799324604,14,0.23467004617229995,0.5110953337601605,0.16759770062225002,7-9,shànggǎng,to take up one's post; to go on duty; to take up a job,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,1.0
普通话,38,206,0.26468476125455404,18,0.021463256248098306,0.02836134534753316,0.9717176853321456,18,0.02641233292887686,0.9453053524032687,0.03488536726570191,2,pǔtōnghuà,Mandarin (common language); Putonghua (common speech of the Chinese language); ordinary speech,Translation,戏剧 | 舞蹈 | 音乐 | 歌曲 | 诗歌 | 歌剧 | 话剧 | 文学 | 戏曲 | 歌舞 | 艺术 | 民歌,0.5
职业,38,206,0.26399150157831014,23,0.025029299054468657,0.032888378392602384,0.9907258020316777,18,0.0035920167865811756,0.9871337852450965,0.016991376230960045,3,zhíyè,occupation; profession; vocation; professional,Translation,戏剧 | 舞蹈 | 音乐 | 歌曲 | 诗歌 | 歌剧 | 话剧 | 文学 | 戏曲 | 歌舞 | 艺术 | 民歌,0.75
出国,38,206,0.2639887814490679,14,0.011260571075878856,0.015068909641968966,0.737057677332678,36,0.19696326328309555,0.5400944140495825,0.1925860731609742,2,chūguó,to go abroad; to leave the country,Translation,收据 | 支票 | 汇款 | 交纳 | 付款 | 缴纳 | 学费 | 账单 | 定金 | 生活费 | 报销 | 返还,1.0
办学,38,206,0.2638708017417767,14,0.0521188763929466,0.06611989051290897,0.7201751887726301,27,0.14523360588348852,0.5749415828891415,0.21736006063981086,6,bànxué,to run a school,Translation,法律 | 裁决 | 宪法 | 职权 | 诉讼 | 控告 | 判决 | 制裁 | 权利 | 惩处 | 公职 | 人权,0.25
苦练,38,206,0.26339505921052364,47,0.02874234117975699,0.037554639386453544,0.9952607880296186,47,0.004738363614670914,0.9905224244149476,0.007694554324615211,7-9,kǔ liàn,"to train hard; to practice diligently; hard work; blood, sweat, and tears",Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.5
演戏,38,206,0.2623287662976182,28,-0.03132380133017015,-0.042463091820668715,0.9985005191092363,28,0.000584753737853177,0.9979157653713832,0.003357656430132138,7-9,yǎnxì,to put on a play; to perform; fig. to pretend; to feign,Translation,骂 | 打岔 | 责怪 | 取笑 | 埋怨 | 胡闹 | 嘲笑 | 唠叨 | 责备 | 说闲话 | 插嘴 | 闹着玩儿,0.75
天分,38,206,0.2616773858068188,23,-0.05412724564838928,-0.07331110358516921,0.7446310098311297,23,0.25505216161741884,0.4895788482137109,0.14595428525438475,7-9,tiānfèn,natural gift; talent,Translation,性格 | 人格 | 天性 | 审美 | 情感 | 气质 | 品德 | 本性 | 性情 | 人性 | 自尊 | 感情,0.0
打球,38,206,0.2607811808272427,12,-0.04959598109615965,-0.06709242217569815,0.9844208468393254,6,0.01510089872864047,0.9693199481106849,0.021157741033154664,1,dǎ qiú,to play ball; to play with a ball,Translation,比赛 | 决赛 | 选手 | 夺冠 | 单打 | 半决赛 | 冠军 | 赛场 | 田径 | 篮球 | 摔跤 | 跳远,0.75
答辩,38,206,0.2606914292572387,37,0.026038488539381094,0.03402180517137399,0.5735775236797647,37,0.37136675202581104,0.20221077165395362,0.2302511448296709,7-9,dábiàn,to reply (to an accusation); to defend one's dissertation,Translation,接见 | 会见 | 拜会 | 应邀 | 出席 | 致辞 | 出任 | 就任 | 颁奖 | 邀请 | 担任 | 开幕,0.5
留学生,38,206,0.2606637225673571,14,-0.004171920270596041,-0.0056427912411968284,0.7020099289241554,18,0.15299452624967366,0.5490154026744817,0.2452618587987543,2,liúxuéshēng,student studying abroad; (foreign) exchange student,Translation,戏剧 | 舞蹈 | 音乐 | 歌曲 | 诗歌 | 歌剧 | 话剧 | 文学 | 戏曲 | 歌舞 | 艺术 | 民歌,1.0
俄语,38,206,0.2595511057525183,18,0.017259914453934544,0.02277908644551084,0.5459054357092425,18,0.44528641541876357,0.10061902029047898,0.18853016518110888,7-9,Éyǔ,Russian (language),Translation,戏剧 | 舞蹈 | 音乐 | 歌曲 | 诗歌 | 歌剧 | 话剧 | 文学 | 戏曲 | 歌舞 | 艺术 | 民歌,0.25
教育,38,206,0.2592670536215437,14,0.022243962666958494,0.029154175445215817,0.6039488365467756,14,0.3187953194126288,0.2851535171341468,0.24235225084700635,2,jiàoyù,to educate; to teach; education,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,0.0
排练,38,206,0.25883887987109927,12,-0.031947433391352587,-0.0431045727085582,0.9980833982865234,18,0.0018000951880513805,0.996283303098472,0.0036820025695978717,7-9,páiliàn,to rehearse; rehearsal,Translation,戏剧 | 舞蹈 | 音乐 | 歌曲 | 诗歌 | 歌剧 | 话剧 | 文学 | 戏曲 | 歌舞 | 艺术 | 民歌,1.0
岗位,38,206,0.2586148837820484,14,0.04173708638391943,0.05329575160204972,0.9744390435712933,27,0.012539021389585788,0.9619000221817076,0.03701682327180958,6,gǎngwèi,a post; a job,Translation,法律 | 裁决 | 宪法 | 职权 | 诉讼 | 控告 | 判决 | 制裁 | 权利 | 惩处 | 公职 | 人权,0.5
导师,38,206,0.25653812230462875,33,0.0017174246145754135,0.0023047132539131244,0.45404307958666407,37,0.3951709724403681,0.05887210714629598,0.27768564065900136,7-9,dǎoshī,tutor; teacher; academic advisor,Translation,接见 | 会见 | 拜会 | 应邀 | 出席 | 致辞 | 出任 | 就任 | 颁奖 | 邀请 | 担任 | 开幕,0.0
学堂,38,206,0.2561225795381903,35,0.05912395846192753,0.07362871349134091,0.6545267138745121,18,0.2924082283796741,0.362118485494838,0.21538403935255893,7-9,xuétáng,college; school (old),Translation,戏剧 | 舞蹈 | 音乐 | 歌曲 | 诗歌 | 歌剧 | 话剧 | 文学 | 戏曲 | 歌舞 | 艺术 | 民歌,1.0
资历,38,206,0.25561488466900273,23,0.0207941130825349,0.027175480345497483,0.9247644000305799,10,0.058199218534108844,0.8665651814964711,0.0789708629067986,7-9,zīlì,qualifications; experience; seniority,Translation,娶 | 去世 | 后代 | 年迈 | 辈 | 后裔 | 子孙 | 嫁 | 恩情 | 年纪 | 岁数 | 遗愿,0.0
传授,38,206,0.2552948515366771,28,0.03219136182002977,0.041435842990579064,0.9450179049422828,16,0.02561818396701874,0.919399720975264,0.0684283489958868,7-9,chuánshòu,to impart; to pass on; to teach,Translation,形状 | 花纹 | 放置 | 制成 | 圆形 | 填充 | 遮盖 | 镶嵌 | 雕刻 | 摆放 | 体积 | 颜色,0.0
私立,38,206,0.2526979841399958,14,0.035034374605387275,0.04478172693020996,0.9811675886115258,14,0.008376721451211305,0.9727908671603145,0.029701000919298927,7-9,sīlì,"private (company, school etc)",Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,1.0
技巧,38,206,0.25190382720873666,23,-0.024731748834386558,-0.03305958476182086,0.9849062016674596,9,0.00811290766230115,0.9767932940051585,0.02272911089626175,4,jìqiǎo,skill; technique,Translation,道理 | 想法 | 毛病 | 难处 | 事情 | 本事 | 主意 | 念头 | 顾虑 | 好处 | 意思 | 坏处,0.0
科研,38,206,0.25143850342867896,14,0.0360611024467275,0.04595980601611253,0.9906601195733761,14,0.004507690219332658,0.9861524293540435,0.01655966876688072,6,kēyán,(scientific) research,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,0.25
入门,38,206,0.2509977901464258,45,0.038557023129399765,0.048957616792022596,0.9966030737529538,18,0.0018626648248861624,0.9947404089280676,0.006947046497500598,5,rùmén,entrance door; to enter a door; introduction (to a subject); to learn the basics of a subject,Translation,戏剧 | 舞蹈 | 音乐 | 歌曲 | 诗歌 | 歌剧 | 话剧 | 文学 | 戏曲 | 歌舞 | 艺术 | 民歌,0.75
专长,38,206,0.24689111732382557,23,0.02224020813085456,0.02868412228059178,0.9706654600644693,23,0.02931126654482644,0.9413541935196429,0.03390728127887594,7-9,zhuāncháng,specialty; special knowledge or ability,Translation,性格 | 人格 | 天性 | 审美 | 情感 | 气质 | 品德 | 本性 | 性情 | 人性 | 自尊 | 感情,0.0
从业,38,206,0.24621643819451858,14,0.0434610829767941,0.05451411089586325,0.8945774987211352,4,0.052276332242443505,0.8423011664786917,0.1234530542108029,7-9,cóngyè,to practice (a trade),Translation,业务 | 企业 | 产品 | 销售 | 市场 | 产业 | 行业 | 运营 | 服务 | 租赁 | 消费 | 金融,0.75
人才,38,206,0.24507519516797613,14,0.03452777758030215,0.043736353961622086,0.9801401313556592,4,0.01672078472302935,0.9634193466326298,0.028181687862641035,3,réncái,talent; talented person; looks; attractive looks,Translation,业务 | 企业 | 产品 | 销售 | 市场 | 产业 | 行业 | 运营 | 服务 | 租赁 | 消费 | 金融,0.0
训,38,206,0.24469087635980286,8,0.03445265093645572,0.0436241054524623,0.9992877556687523,8,0.00043558434006130657,0.998852171328691,0.0017005201738876981,7-9,xùn,to teach; to train; to admonish; instruction (from superiors); teachings; rule,Translation,寄 | 保 | 留 | 敬 | 取 | 验 | 补 | 审 | 送 | 定 | 存 | 忘,0.25
初等,38,206,0.24276139000419006,45,0.053175616045992,0.06561535365156475,0.9431947548005571,18,0.050071800442310736,0.8931229543582464,0.06310182089119762,6,chūděng,elementary (i.e. easy),Translation,戏剧 | 舞蹈 | 音乐 | 歌曲 | 诗歌 | 歌剧 | 话剧 | 文学 | 戏曲 | 歌舞 | 艺术 | 民歌,1.0
作业,38,206,0.24162843177013488,12,0.01473016627556406,0.019053334921033827,0.9080395547166723,34,0.040529516176174,0.8675100385404984,0.10661155375108812,2,zuòyè,school assignment; homework; work; task; operation; to operate,Translation,旋转 | 振动 | 转动 | 测量 | 遥控 | 探测 | 图像 | 开关 | 转弯 | 传输 | 刹车 | 检测,1.0
演技,38,206,0.2411961366013334,23,-0.04407450661038023,-0.05808418846600406,0.9595191192145125,18,0.032811554053391936,0.9267075651611205,0.050230218213610754,7-9,yǎnjì,acting; performing skills,Translation,戏剧 | 舞蹈 | 音乐 | 歌曲 | 诗歌 | 歌剧 | 话剧 | 文学 | 戏曲 | 歌舞 | 艺术 | 民歌,0.0
智商,38,206,0.24095616899792166,23,-0.044316034112784675,-0.05838402514157761,0.7636473427259889,23,0.0941873196637684,0.6694600230622205,0.22384008018963344,7-9,zhìshāng,IQ (intelligence quotient),Translation,性格 | 人格 | 天性 | 审美 | 情感 | 气质 | 品德 | 本性 | 性情 | 人性 | 自尊 | 感情,0.25
专职,38,206,0.24013964445078936,37,0.010988302862014437,0.014254812202257904,0.6780842946938004,37,0.30503311123740834,0.37305118345639204,0.18580257133943404,7-9,zhuānzhí,special duty; assigned full time to a task,Translation,接见 | 会见 | 拜会 | 应邀 | 出席 | 致辞 | 出任 | 就任 | 颁奖 | 邀请 | 担任 | 开幕,0.0
职位,38,206,0.238764585889713,37,0.019856228498153855,0.025421125275190918,0.5697030103159741,27,0.3432880593935954,0.22641495092237873,0.23429775791413612,5,zhíwèi,position; post; job,Translation,法律 | 裁决 | 宪法 | 职权 | 诉讼 | 控告 | 判决 | 制裁 | 权利 | 惩处 | 公职 | 人权,0.0
智力,38,206,0.23866445716205098,23,-0.02066616903852342,-0.027144626614289274,0.914759554739567,23,0.05990585756791039,0.8548536971716567,0.08828601795786414,4,zhìlì,intelligence; intellect,Translation,性格 | 人格 | 天性 | 审美 | 情感 | 气质 | 品德 | 本性 | 性情 | 人性 | 自尊 | 感情,0.25
聋人,38,206,0.23542306032604637,14,-0.02689212911998151,-0.03517256109169261,0.7268564654658434,18,0.1919317704953773,0.534924694970466,0.19301374970908286,7-9,lóngrén,deaf person; hearing-impaired person,Translation,戏剧 | 舞蹈 | 音乐 | 歌曲 | 诗歌 | 歌剧 | 话剧 | 文学 | 戏曲 | 歌舞 | 艺术 | 民歌,1.0
公立,38,206,0.23527158380487012,14,0.01194005107625451,0.015373420680000909,0.9447827449800329,14,0.033966597116720995,0.9108161478633119,0.06611679654649577,7-9,gōnglì,"public (e.g. school, hospital)",Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,1.0
工作,38,206,0.23487305957894808,14,0.008675258897592686,0.011211209925781427,0.9836589698775748,14,0.014232107538095186,0.9694268623394796,0.023552314788725128,1,gōngzuò,to work; (of a machine) to operate; job; work; task,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,1.0
蓝领,38,206,0.23392283764726385,14,-0.007329511601533972,-0.009567589221722694,0.9888310141116381,14,0.004488795325777083,0.984342218785861,0.019192276539655398,6,lánlǐng,blue-collar; blue-collar worker,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,1.0
带头人,38,206,0.23381741205715095,37,0.02564898267624982,0.032391967721362755,0.9652982062746951,47,0.025149313713972252,0.9401488925607229,0.04519894449174175,7-9,dàitóurén,leader,Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.0
晋升,38,206,0.23258210599792692,37,0.024664185063591387,0.031138420771601213,0.9540898612451345,37,0.033052699062937896,0.9210371621821967,0.05830135364269673,7-9,jìnshēng,to promote to a higher position,Translation,接见 | 会见 | 拜会 | 应邀 | 出席 | 致辞 | 出任 | 就任 | 颁奖 | 邀请 | 担任 | 开幕,0.5
胜任,38,206,0.23255590190390035,7,0.01764041163298255,0.02246944298909915,0.9971196620382006,2,0.002195803158802168,0.9949238588793984,0.0056542908151677816,7-9,shèngrèn,qualified; competent (professionally); to be up to a task,Translation,构建 | 推动 | 推进 | 拓展 | 促进 | 强化 | 加强 | 建立 | 深化 | 开展 | 开拓 | 搭建,0.0
工程师,38,206,0.23218385590272353,33,0.009426280300908363,0.012127850983182026,0.5085217964407133,4,0.326553760705401,0.18196803573531228,0.2871263493136048,3,gōngchéngshī,engineer,Translation,业务 | 企业 | 产品 | 销售 | 市场 | 产业 | 行业 | 运营 | 服务 | 租赁 | 消费 | 金融,0.0
体力,38,206,0.23184352300442493,5,-0.03368358656364909,-0.04384990242534028,0.9903351127640571,23,0.007550773774584741,0.9827843389894723,0.01535757546308004,5,tǐlì,physical strength; physical power,Translation,性格 | 人格 | 天性 | 审美 | 情感 | 气质 | 品德 | 本性 | 性情 | 人性 | 自尊 | 感情,0.75
退休,38,206,0.23178308830938296,14,-0.03008190752821574,-0.039158090729888226,0.7275316184672493,14,0.2151090299658386,0.5124225885014108,0.18936419923659,3,tuìxiū,to retire (from the workforce); to go into retirement,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,1.0
课题,38,206,0.2316443618267886,21,-0.007956884947619397,-0.010355731841230582,0.798044756702881,21,0.13162717347408578,0.6664175832287952,0.17382629339733183,5,kètí,task; problem; issue,Translation,思路 | 弊端 | 特点 | 弊病 | 趋势 | 特征 | 理念 | 症结 | 规律 | 举措 | 难点 | 因素,0.0
中级,38,206,0.23087800380937779,6,0.06547555652028464,0.07845165170639379,0.49291574583704584,4,0.3323673297096603,0.16054841612738552,0.2924749802459118,2,zhōngjí,middle level (in a hierarchy),Translation,业务 | 企业 | 产品 | 销售 | 市场 | 产业 | 行业 | 运营 | 服务 | 租赁 | 消费 | 金融,0.0
下棋,38,206,0.22962064637806406,12,-0.05442171254505851,-0.0706427454074346,0.993431937783928,28,0.004465616359123996,0.988966321424804,0.01168147137175657,7-9,xiàqí,to play chess,Translation,骂 | 打岔 | 责怪 | 取笑 | 埋怨 | 胡闹 | 嘲笑 | 唠叨 | 责备 | 说闲话 | 插嘴 | 闹着玩儿,0.75
功力,38,206,0.22884501683048003,23,-0.06109686316126389,-0.07922773566235668,0.8999440172499172,9,0.05737842568482777,0.8425655915650895,0.10135357106089661,7-9,gōnglì,merit; efficacy; competence; skill; power,Translation,道理 | 想法 | 毛病 | 难处 | 事情 | 本事 | 主意 | 念头 | 顾虑 | 好处 | 意思 | 坏处,0.0
养成,38,206,0.2280065196977228,23,-0.04544826385926215,-0.05887130528805334,0.7805793560245202,23,0.19396133692826822,0.586618019096252,0.16007351362570357,4,yǎngchéng,to cultivate; to raise; to form (a habit); to acquire,Translation,性格 | 人格 | 天性 | 审美 | 情感 | 气质 | 品德 | 本性 | 性情 | 人性 | 自尊 | 感情,0.0
