token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
揣摩,0,51,0.3920539425207149,142,0.08914870443864359,0.12788606271171396,1.0,66,4.1684302392892646e-29,1.0,5.141183107836857e-28,7-9,chuǎimó,to analyze; to try to figure out; to try to fathom,Translation,推断 | 推测 | 判断 | 解释 | 分析 | 阐述 | 表述 | 断定 | 结论 | 概括 | 预测 | 猜测,1.0
公立,143,84,0.33095773878184065,83,0.024184632960324415,0.03488703794301682,1.0,39,3.53748006668055e-31,1.0,6.828321967414413e-30,7-9,gōnglì,"public (e.g. school, hospital)",Translation,妇女 | 老人 | 残疾人 | 青年 | 儿童 | 大学生 | 军人 | 青少年 | 中学生 | 小学生 | 农民工 | 盲人,1.0
家教,143,84,0.3307976115524413,105,0.0020864017382763445,0.003108053893911844,1.0,105,8.602244669333067e-27,1.0,9.759516993563372e-26,7-9,jiājiào,family education; upbringing; to bring sb up; private tutor,Translation,服务员 | 清洁工 | 保姆 | 师傅 | 理发 | 修车 | 木匠 | 售货员 | 厨师 | 小贩 | 做饭 | 苦力,0.75
夏令营,143,84,0.32567986841826563,158,0.02458891324928031,0.03518185010071728,1.0,198,2.50367949287364e-19,1.0,2.023970564758321e-18,7-9,xiàlìngyíng,summer camp,Translation,春节 | 佳节 | 元宵节 | 节日 | 中秋节 | 除夕 | 过年 | 圣诞节 | 新年 | 清明节 | 元旦 | 端午节,0.5
考场,143,84,0.32566205317406505,178,0.017760892421282592,0.02566236412215461,1.0,41,7.830559532813969e-23,1.0,7.529279929908311e-22,6,kǎochǎng,exam room,Translation,课本 | 教材 | 课文 | 复习 | 课程 | 课 | 背诵 | 预习 | 写作 | 作文 | 书籍 | 备课,0.5
教育部,143,84,0.319835419981316,41,0.07777407687090482,0.1026126272409331,1.0,98,6.554520052793976e-20,1.0,6.110823772157563e-19,6,jiàoyùbù,Ministry of Education,Translation,主任 | 总裁 | 院长 | 总经理 | 兼任 | 秘书长 | 董事长 | 部长 | 秘书 | 局长 | 处长 | 现任,1.0
科目,143,84,0.31904045774038897,41,-0.004922969519632059,-0.007229459628829559,1.0,41,4.7600137476821325e-23,1.0,4.617709983455715e-22,7-9,kēmù,academic subject; field of study,Translation,课本 | 教材 | 课文 | 复习 | 课程 | 课 | 背诵 | 预习 | 写作 | 作文 | 书籍 | 备课,0.25
初等,143,84,0.3180084930672574,74,0.07014308280060949,0.09325868502534457,1.0,193,4.535966415086336e-27,1.0,8.974813820517592e-26,6,chūděng,elementary (i.e. easy),Translation,顶级 | 顶尖 | 世界级 | 知名 | 一流 | 国内 | 本土 | 领军 | 全球 | 精英 | 著名 | 重量级,1.0
学士,143,84,0.316994498761102,98,0.058038731850930836,0.07832019906414327,1.0,98,3.1311663356143155e-18,1.0,2.381928496371557e-17,7-9,xuéshì,bachelor's degree; person holding a university degree,Translation,主任 | 总裁 | 院长 | 总经理 | 兼任 | 秘书长 | 董事长 | 部长 | 秘书 | 局长 | 处长 | 现任,1.0
培训班,143,84,0.3149921358098124,158,0.004184041810122718,0.0060709386945715085,1.0,168,3.0348837541056303e-16,0.9999999999999997,2.353272714292982e-15,4,péixùnbān,training class,Translation,聘用 | 招聘 | 应聘 | 聘任 | 任职 | 职位 | 职务 | 选拔 | 聘 | 公职 | 岗位 | 提拔,0.5
志愿,143,84,0.31279405463563265,74,0.07408845486077875,0.09731905927439864,1.0,168,3.1430485055402246e-23,1.0,3.8443870034927597e-22,3,zhìyuàn,aspiration; ambition; to volunteer,Translation,聘用 | 招聘 | 应聘 | 聘任 | 任职 | 职位 | 职务 | 选拔 | 聘 | 公职 | 岗位 | 提拔,1.0
及格,143,84,0.30909059591756,144,0.0402334425136992,0.055028155853548165,1.0,144,1.7403391552332198e-20,1.0,1.494461114768938e-19,4,jígé,to pass an exam or a test; to meet a minimum standard,Translation,夺冠 | 决赛 | 获胜 | 冠军 | 亚军 | 胜出 | 夺魁 | 半决赛 | 银牌 | 铜牌 | 取胜 | 预赛,0.5
社团,143,84,0.30795261583181494,24,0.022809824284754476,0.03190822448880158,0.9999999999955378,24,4.458003978236432e-12,0.9999999999910798,2.2833291873889014e-11,7-9,shètuán,association; society; group; union; club; organization,Translation,乒乓球 | 田径 | 体操 | 网球 | 羽毛球 | 排球 | 篮球 | 举重 | 滑冰 | 棒球 | 摔跤 | 台球,1.0
教育,143,84,0.3024293351949121,1,0.0352964370406913,0.04816212509989144,1.0,90,1.5007726776726803e-23,1.0,1.955683220025977e-22,2,jiàoyù,to educate; to teach; education,Translation,产业 | 业务 | 创新 | 产品 | 研发 | 运营 | 企业 | 领域 | 平台 | 发展 | 应用 | 行业,0.25
高等,143,84,0.27715010267213624,111,0.04196468935397077,0.05486910172050399,1.0,193,5.421663460435522e-31,1.0,7.131214009275642e-30,6,gāoděng,"high-level; higher (animals, education etc); advanced (math etc)",Translation,顶级 | 顶尖 | 世界级 | 知名 | 一流 | 国内 | 本土 | 领军 | 全球 | 精英 | 著名 | 重量级,1.0
夺冠,144,61,0.4070219410750732,24,0.07498169625298212,0.1122548112692972,1.0,24,4.124165813564143e-18,1.0,3.115875785967617e-17,7-9,duóguàn,to seize the crown; fig. to win a championship; to win gold medal,Translation,乒乓球 | 田径 | 体操 | 网球 | 羽毛球 | 排球 | 篮球 | 举重 | 滑冰 | 棒球 | 摔跤 | 台球,1.0
决赛,144,61,0.4043427416507777,24,0.019807352094118713,0.03218276365208183,0.9999983277209366,24,1.6722790572606644e-6,0.9999966554418793,4.513848484315582e-6,3,juésài,finals (of a competition),Translation,乒乓球 | 田径 | 体操 | 网球 | 羽毛球 | 排球 | 篮球 | 举重 | 滑冰 | 棒球 | 摔跤 | 台球,1.0
获胜,144,61,0.39500874482312326,155,0.12798053591481956,0.1746049949946967,1.0,25,1.7150436189178477e-36,1.0,2.6896730690520043e-35,7-9,huòshèng,victorious; to win; to triumph,Translation,辉煌 | 欣欣向荣 | 壮丽 | 伟大 | 光辉 | 兴旺 | 繁荣 | 复兴 | 富强 | 蓬勃 | 昌盛 | 宏伟,1.0
冠军,144,61,0.389800567825977,24,0.024824643935364932,0.039092445262010424,1.0,24,1.4263397888227336e-20,1.0,1.230180564660192e-19,5,guànjūn,champion,Translation,乒乓球 | 田径 | 体操 | 网球 | 羽毛球 | 排球 | 篮球 | 举重 | 滑冰 | 棒球 | 摔跤 | 台球,1.0
亚军,144,61,0.3850866642793764,24,0.04071080034359692,0.06209472486474967,1.0,24,4.413863454862081e-23,1.0,4.288198026485575e-22,5,yàjūn,second place (in a sports contest); runner-up,Translation,乒乓球 | 田径 | 体操 | 网球 | 羽毛球 | 排球 | 篮球 | 举重 | 滑冰 | 棒球 | 摔跤 | 台球,1.0
胜出,144,61,0.3795566470320248,155,0.1527788177244416,0.19758721815701297,1.0,168,8.734524768840024e-38,1.0,1.4067234526600347e-36,7-9,shèngchū,"to come out on top; to win (in an election, contest etc); success; victory",Translation,聘用 | 招聘 | 应聘 | 聘任 | 任职 | 职位 | 职务 | 选拔 | 聘 | 公职 | 岗位 | 提拔,1.0
夺魁,144,61,0.37929493985754664,24,0.08662637583109067,0.12246928586153044,1.0,25,7.901122562612694e-33,1.0,1.1164947721253138e-31,7-9,duókuí,to seize; to win,Translation,辉煌 | 欣欣向荣 | 壮丽 | 伟大 | 光辉 | 兴旺 | 繁荣 | 复兴 | 富强 | 蓬勃 | 昌盛 | 宏伟,1.0
半决赛,144,61,0.37746427077479616,24,0.029394384692129794,0.04508824498918166,0.9999999999491536,24,5.0844114387363626e-11,0.9999999998983095,2.370501056178852e-10,6,bànjuésài,semifinals,Translation,乒乓球 | 田径 | 体操 | 网球 | 羽毛球 | 排球 | 篮球 | 举重 | 滑冰 | 棒球 | 摔跤 | 台球,1.0
银牌,144,61,0.3680090437760721,24,0.0159016527562586,0.024543655130267045,1.0,24,1.3554095448707147e-30,1.0,2.3947730871131615e-29,3,yínpái,silver medal,Translation,乒乓球 | 田径 | 体操 | 网球 | 羽毛球 | 排球 | 篮球 | 举重 | 滑冰 | 棒球 | 摔跤 | 台球,1.0
铜牌,144,61,0.36373704199971874,24,0.02276668601644427,0.03454576925809211,1.0,24,3.1270172524563106e-31,1.0,6.02857199138136e-30,6,tóngpái,bronze medal; bronze plaque bearing a business name or logo etc,Translation,乒乓球 | 田径 | 体操 | 网球 | 羽毛球 | 排球 | 篮球 | 举重 | 滑冰 | 棒球 | 摔跤 | 台球,1.0
取胜,144,61,0.3614672356216372,142,0.11154755111115086,0.1487141427493045,1.0,25,6.496549090951278e-39,1.0,1.0800931332199274e-37,7-9,qǔshèng,to score a victory; to prevail over one's opponents,Translation,辉煌 | 欣欣向荣 | 壮丽 | 伟大 | 光辉 | 兴旺 | 繁荣 | 复兴 | 富强 | 蓬勃 | 昌盛 | 宏伟,1.0
预赛,144,61,0.3585475679806694,24,-0.04172487366455557,-0.06504749468827062,0.9999999999995453,24,4.513416476756868e-13,0.999999999999094,2.507368502643642e-12,7-9,yùsài,preliminary competition; to hold preliminary heats,Translation,乒乓球 | 田径 | 体操 | 网球 | 羽毛球 | 排球 | 篮球 | 举重 | 滑冰 | 棒球 | 摔跤 | 台球,1.0
爆冷门,144,61,0.3544206118239692,24,0.06121140399264058,0.08660469925594737,1.0,24,1.3542944298698514e-33,1.0,1.9344962037436823e-32,7-9,bào lěngmén,an upset (esp. in sports); unexpected turn of events; to pull off a coup; a breakthrough,Translation,乒乓球 | 田径 | 体操 | 网球 | 羽毛球 | 排球 | 篮球 | 举重 | 滑冰 | 棒球 | 摔跤 | 台球,1.0
奖牌,144,61,0.3533878850656169,24,0.007048708446504404,0.010783434151746813,1.0,24,2.382182069488467e-31,1.0,3.4909135069749856e-30,7-9,jiǎngpái,medal (awarded as a prize),Translation,乒乓球 | 田径 | 体操 | 网球 | 羽毛球 | 排球 | 篮球 | 举重 | 滑冰 | 棒球 | 摔跤 | 台球,1.0
金牌,144,61,0.3473507349623089,24,0.014871050913383421,0.022278049908032057,1.0,24,7.049637273238075e-23,1.0,6.786629938749555e-22,3,jīnpái,gold medal,Translation,乒乓球 | 田径 | 体操 | 网球 | 羽毛球 | 排球 | 篮球 | 举重 | 滑冰 | 棒球 | 摔跤 | 台球,1.0
参赛,144,61,0.3467566650246529,24,-0.02128848400929584,-0.03258890350576503,1.0,158,2.163275109061305e-18,1.0,1.6607352100328346e-17,6,cānsài,to compete; to take part in a competition,Translation,开幕式 | 闭幕式 | 开幕 | 大会 | 颁奖 | 展览会 | 晚会 | 闭幕 | 庆典 | 博览会 | 盛会 | 展览,1.0
出局,144,61,0.33536951447572216,155,0.04992645155027775,0.06987050150920096,1.0,120,4.666266598876506e-26,1.0,5.136888329878474e-25,7-9,chūjú,(of a batter) to be put out (in baseball); to be dismissed (in cricket); (of a player or team) to be eliminated from a competition; (fig.) to be weeded out; to get the chop (in a competitive environment),Translation,开除 | 处罚 | 吊销 | 辞退 | 惩处 | 拘留 | 免职 | 处分 | 撤销 | 罚款 | 取缔 | 没收,0.5
比分,144,61,0.328438135022249,24,0.0716978972341859,0.09646411776794335,1.0,24,3.0457115352027776e-29,1.0,3.7746009893898318e-28,4,bǐfēn,score,Translation,乒乓球 | 田径 | 体操 | 网球 | 羽毛球 | 排球 | 篮球 | 举重 | 滑冰 | 棒球 | 摔跤 | 台球,1.0
失利,144,61,0.32614162271338815,184,0.008652462757460178,0.012677399756612678,1.0,118,6.588105852341284e-24,1.0,6.637047763277106e-23,7-9,shīlì,to lose; to suffer defeat,Translation,走投无路 | 无能为力 | 一事无成 | 力不从心 | 一筹莫展 | 疲惫不堪 | 崩溃 | 一无所有 | 倾家荡产 | 得不偿失 | 陷入 | 无所作为,0.5
入场券,144,61,0.3258810222765844,149,0.028263066223081057,0.04023887920636263,1.0,149,1.028280750648427e-25,1.0,1.1166549151658094e-24,7-9,rùchǎngquàn,admission ticket,Translation,挂失 | 支票 | 存折 | 发票 | 银行卡 | 车票 | 账单 | 汇款 | 机票 | 身份证 | 信用卡 | 收据,0.75
奖杯,144,61,0.3258796931549716,185,0.01779156564503842,0.025713629657791275,1.0,185,2.923791895991216e-25,1.0,3.1174068614326976e-24,7-9,jiǎngbēi,trophy cup,Translation,礼品 | 工艺品 | 礼物 | 藏品 | 邮票 | 首饰 | 画册 | 贺卡 | 物品 | 珍藏 | 古董 | 瓷器,1.0
胜负,144,61,0.32244793558225465,24,0.059277652820359183,0.08044959565766785,1.0,126,9.611434846578308e-39,1.0,2.0701080590863658e-37,5,shèngfù,victory or defeat; the outcome of a battle,Translation,名利 | 金钱 | 利益 | 钱财 | 人情 | 财产 | 权力 | 利害 | 阶级 | 阶层 | 财物 | 特权,1.0
上场,144,61,0.3161552819160003,155,0.04182943156624347,0.05764216843938049,1.0,155,7.433245587797715e-34,1.0,1.0705961150412638e-32,7-9,shàngchǎng,on stage; to go on stage; to take the field,Translation,逃走 | 死心 | 罢休 | 报仇 | 恼羞成怒 | 认错 | 挨打 | 脱身 | 投降 | 完蛋 | 下台 | 斩草除根,1.0
东道主,144,61,0.3147477629643574,24,0.03904017807005716,0.053901127853671876,1.0,158,3.362499927603498e-25,1.0,3.7687963609948935e-24,7-9,dōngdàozhǔ,host; official host (e.g. venue for games or a conference),Translation,开幕式 | 闭幕式 | 开幕 | 大会 | 颁奖 | 展览会 | 晚会 | 闭幕 | 庆典 | 博览会 | 盛会 | 展览,1.0
得分,144,61,0.31328379078300056,24,0.07871060638999858,0.10283230843902379,1.0,24,1.1492406405410708e-24,1.0,1.195653676939405e-23,3,défēn,to score,Translation,乒乓球 | 田径 | 体操 | 网球 | 羽毛球 | 排球 | 篮球 | 举重 | 滑冰 | 棒球 | 摔跤 | 台球,1.0
无缘,144,61,0.3127923189959313,24,0.05867391008193357,0.07866383992197,1.0,26,5.1209109760479505e-37,1.0,1.3494247931792378e-35,7-9,wúyuán,"to have no opportunity; no way (of doing sth); no chance; no connection; not placed (in a competition); (in pop lyrics) no chance of love, no place to be together etc",Translation,推迟 | 耽搁 | 耽误 | 拖延 | 中止 | 延误 | 延期 | 中断 | 中途 | 暂停 | 停止 | 搁置,1.0
对手,144,61,0.3076103838443348,151,0.0489139527232173,0.0659837005738321,1.0,175,8.86981851331352e-29,1.0,1.0888101920835383e-27,3,duìshǒu,opponent; rival; competitor; (well-matched) adversary; match,Translation,军官 | 外交官 | 球员 | 战士 | 画家 | 帅哥 | 水手 | 小姐 | 作家 | 警官 | 将军 | 绅士,1.0
赢家,144,61,0.3053395894273303,118,0.05650797113779124,0.07522677007399968,1.0,166,8.15049016753865e-31,1.0,1.314295097546016e-29,7-9,yíngjiā,winner,Translation,契机 | 步伐 | 突破口 | 机遇 | 转折点 | 重中之重 | 路子 | 思路 | 方向 | 序幕 | 根基 | 趋势,0.25
奖项,144,61,0.3049117428585219,158,-0.010980957555911053,-0.015797932770537277,1.0,158,2.569175230837444e-18,1.0,1.9640040481305737e-17,7-9,jiǎngxiàng,award; prize,Translation,开幕式 | 闭幕式 | 开幕 | 大会 | 颁奖 | 展览会 | 晚会 | 闭幕 | 庆典 | 博览会 | 盛会 | 展览,0.5
角逐,144,61,0.3044773075853978,24,0.02280874780923131,0.03175240081670935,1.0,64,1.0176306206063305e-29,1.0,1.2821898844554208e-28,7-9,juézhú,to tussle; to contend; to contest,Translation,迎来 | 到来 | 迎接 | 来临 | 入场 | 开启 | 迎 | 等待 | 步入 | 尾声 | 上演 | 拉开,0.75
出场,144,61,0.30044815890862225,155,0.052834541832693066,0.07022261836711768,1.0,128,1.2100024007717406e-28,1.0,1.4923492088842509e-27,6,chūchǎng,(of a performer) to come onto the stage to perform; (of an athlete) to enter the arena to compete; (fig.) to enter the scene (e.g. a new product); (of an examinee etc) to leave the venue,Translation,歌剧 | 演唱 | 歌曲 | 话剧 | 独唱 | 舞蹈 | 戏剧 | 演奏 | 演出 | 合唱 | 乐曲 | 歌唱,0.75
赢得,144,61,0.2963396751332911,150,0.017917016693930587,0.02483034826894567,1.0,148,2.435478118945369e-19,1.0,1.9700989081875354e-18,4,yíngdé,to win; to gain,Translation,包含 | 具有 | 拥有 | 涵盖 | 采用 | 具备 | 基于 | 涉及 | 含有 | 用于 | 依托 | 借助,0.0
揭晓,144,61,0.29603544582696617,158,-0.014381118285837657,-0.02042875340894336,1.0,158,3.967277675301565e-27,1.0,4.552515702601513e-26,7-9,jiēxiǎo,to announce publicly; to publish; to make known; to disclose,Translation,开幕式 | 闭幕式 | 开幕 | 大会 | 颁奖 | 展览会 | 晚会 | 闭幕 | 庆典 | 博览会 | 盛会 | 展览,0.25
半场,144,61,0.2954901108421273,24,0.035526164589011755,0.04800599161235294,1.0,24,3.8692392161412217e-22,1.0,3.600545385787504e-21,7-9,bànchǎng,half of a game or contest; half-court,Translation,乒乓球 | 田径 | 体操 | 网球 | 羽毛球 | 排球 | 篮球 | 举重 | 滑冰 | 棒球 | 摔跤 | 台球,1.0
输家,144,61,0.29426846351556896,118,0.012082665101886936,0.016832580179084254,1.0,166,7.440326108385263e-31,1.0,1.190349497025001e-29,7-9,shūjiā,loser (as opposed to winner 赢家),Translation,契机 | 步伐 | 突破口 | 机遇 | 转折点 | 重中之重 | 路子 | 思路 | 方向 | 序幕 | 根基 | 趋势,0.25
成绩,144,61,0.29348572027777775,143,-0.010112306727424247,-0.014312954483241398,1.0,143,1.6854772426815543e-29,1.0,2.1076100315097983e-28,2,chéngjì,achievement; performance records; grades,Translation,高中 | 学校 | 初中 | 入学 | 大学 | 本科 | 研究生 | 补习 | 就读 | 中学 | 报考 | 小学,1.0
过关,144,61,0.29198565346891153,82,0.047102446260755854,0.062377696682664234,1.0,143,9.765994990800116e-34,1.0,1.40147504354899e-32,7-9,guòguān,to cross a barrier; to get through (an ordeal); to pass (a test); to reach (a standard),Translation,高中 | 学校 | 初中 | 入学 | 大学 | 本科 | 研究生 | 补习 | 就读 | 中学 | 报考 | 小学,1.0
犯规,144,61,0.2916805310368812,111,0.023602906294393045,0.03224782721813758,1.0,111,2.0778746351212673e-26,1.0,2.3192988639870897e-25,6,fànguī,to break the rules; an illegality; a foul,Translation,诉讼 | 判决 | 上诉 | 法院 | 起诉 | 裁决 | 仲裁 | 法庭 | 裁定 | 驳回 | 原告 | 官司,1.0
脱颖而出,144,61,0.2860867471315209,168,0.03466422933230906,0.046306802110047056,1.0,168,1.1641042389137572e-36,1.0,1.8658798421324497e-35,7-9,tuōyǐng'érchū,to reveal one's talent (idiom); to rise above others; to distinguish oneself,Translation,聘用 | 招聘 | 应聘 | 聘任 | 任职 | 职位 | 职务 | 选拔 | 聘 | 公职 | 岗位 | 提拔,0.0
抽签,144,61,0.28566256804487183,24,0.0008573201325525748,0.0011987226277178694,1.0,158,8.348253043649675e-25,1.0,8.735996479842339e-24,7-9,chōuqiān,to perform divination with sticks; to draw lots; a ballot (in share dealing),Translation,开幕式 | 闭幕式 | 开幕 | 大会 | 颁奖 | 展览会 | 晚会 | 闭幕 | 庆典 | 博览会 | 盛会 | 展览,0.75
垫底,144,61,0.28560129545808727,118,0.04987138962469542,0.06525361911364246,1.0,36,7.132829300351089e-38,1.0,1.3389849500745545e-36,7-9,diàndǐ,to put sth on the bottom; to eat sth to tide oneself over until mealtime; to lay the foundation; to come last in the rankings,Translation,件 | 种 | 块 | 颗 | 根 | 条 | 枚 | 套 | 粒 | 张 | 片 | 场,0.5
阵容,144,61,0.2847308944289406,32,0.03962297027010078,0.05248825830626149,1.0,90,8.525425447814288e-27,1.0,9.660593432615573e-26,7-9,zhènróng,troop arrangement; battle formation; lineup (of a sports team etc),Translation,产业 | 业务 | 创新 | 产品 | 研发 | 运营 | 企业 | 领域 | 平台 | 发展 | 应用 | 行业,0.75
入选,144,61,0.27975585139551085,31,0.037398508593460056,0.049361672337423515,1.0,31,1.8730401936123876e-23,1.0,1.8520844531527635e-22,7-9,rùxuǎn,to be included among those selected for,Translation,设立 | 建立 | 制定 | 组建 | 开办 | 制订 | 举办 | 创办 | 成立 | 创建 | 推出 | 开展,0.25
赢,144,61,0.27886368965650543,102,0.044217796487708905,0.057774298318962386,1.0,18,6.607301840775827e-18,1.0,4.9333730207347305e-17,3,yíng,to beat; to win; to profit,Translation,抄 | 留 | 抽 | 取 | 补 | 拔 | 填 | 换 | 改 | 造 | 删 | 贴,0.25
排名,144,61,0.2756444221165004,88,0.036527237679140734,0.04800639064522762,1.0,49,3.3868825428831734e-21,1.0,3.024019409018008e-20,3,páimíng,"to rank (1st, 2nd etc); ranking",Translation,播出 | 频道 | 专栏 | 电视台 | 栏目 | 播放 | 视频 | 杂志 | 博客 | 直播 | 访谈 | 电台,0.0
悬念,144,61,0.27171923742038046,106,-0.005963026499078816,-0.008187812730295552,1.0,163,1.344347865151409e-23,1.0,1.336237971047355e-22,7-9,xuánniàn,"suspense in a movie, play etc; concern for sb's welfare",Translation,隐情 | 事实 | 真相 | 疑点 | 事情 | 谜团 | 证据 | 道理 | 迹象 | 说法 | 原因 | 理由,0.0
奖,144,61,0.2703120790098808,158,-0.012053132567085456,-0.016518202124999576,1.0,158,2.1628584842479835e-19,1.0,1.754418364754558e-18,4,jiǎng,prize; award; encouragement,Translation,开幕式 | 闭幕式 | 开幕 | 大会 | 颁奖 | 展览会 | 晚会 | 闭幕 | 庆典 | 博览会 | 盛会 | 展览,0.5
冷门,144,61,0.2673613190421278,112,0.0042757081569314015,0.005802177593610858,1.0,193,3.554518849921855e-27,1.0,4.085746311249262e-26,7-9,lěngmén,"a neglected branch (of arts, science, sports etc); fig. a complete unknown who wins a competition",Translation,顶级 | 顶尖 | 世界级 | 知名 | 一流 | 国内 | 本土 | 领军 | 全球 | 精英 | 著名 | 重量级,0.25
开场,144,61,0.26165367832229264,158,-0.03043863272233005,-0.04122541391303457,1.0,158,2.146002631528163e-27,1.0,2.487165705153087e-26,7-9,kāichǎng,to begin; to open; to start; beginning of an event,Translation,开幕式 | 闭幕式 | 开幕 | 大会 | 颁奖 | 展览会 | 晚会 | 闭幕 | 庆典 | 博览会 | 盛会 | 展览,0.25
幸运,144,61,0.26028662492195864,184,-0.06596013490349784,-0.08916985568435734,1.0,5,1.9780556200178844e-28,1.0,3.191052893995555e-27,3,xìngyùn,fortunate; lucky; fortune; luck,Translation,谢谢 | 感谢 | 祝福 | 祝 | 祝愿 | 恭喜 | 祝贺 | 赐教 | 一路平安 | 各位 | 保重 | 请坐,0.0
席位,144,61,0.2578064005275077,168,0.030437649510575232,0.0393947948010608,1.0,36,4.290978870784326e-22,1.0,3.9981798246695994e-21,7-9,xíwèi,"a seat (in a theater, stadium etc); parliamentary or congressional seat",Translation,件 | 种 | 块 | 颗 | 根 | 条 | 枚 | 套 | 粒 | 张 | 片 | 场,0.25
全场,144,61,0.2554605251308358,179,-0.00418501020743639,-0.005620937974003145,1.0,19,2.234500369981541e-30,1.0,2.880575017016714e-29,3,quánchǎng,everyone present; the whole audience; across-the-board; unanimously; whole duration (of a competition or match),Translation,扭头 | 小声 | 摇头 | 坐下 | 发愣 | 点头 | 走开 | 咧嘴 | 一言不发 | 苦笑 | 瞅 | 瞪,0.5
如愿以偿,144,61,0.2536129714445376,82,-0.013853567647368892,-0.018560836559794732,1.0,107,1.019702613646406e-26,1.0,1.5071300306003025e-25,7-9,rúyuànyǐcháng,to have one's wish fulfilled,Translation,有名 | 远近闻名 | 难得一见 | 家喻户晓 | 闻名 | 当之无愧 | 瞩目 | 耳熟能详 | 随处可见 | 少见 | 比比皆是 | 出名,0.0
收获,144,61,0.2526203894404794,160,-0.03822889933244433,-0.051150578357127684,1.0,72,1.4158797994663853e-42,1.0,2.9944532375025044e-41,4,shōuhuò,variant of 收获; to harvest; to reap; to gain; crop; harvest; profit; gain; bonus; reward,Translation,利润 | 价格 | 盈利 | 业绩 | 汇率 | 产量 | 销量 | 需求 | 预期 | 供求 | 增长 | 收益,0.0
止步,144,61,0.2492535178041759,123,-0.0006604848837391264,-0.0008797708672669648,1.0,28,1.0561727613721336e-31,1.0,1.5327585967427772e-30,7-9,zhǐbù,to halt; to stop; to go no farther,Translation,回升 | 下降 | 回落 | 攀升 | 上升 | 萎缩 | 下跌 | 减弱 | 上涨 | 升高 | 飙升 | 急剧,0.0
获,144,61,0.24296953850092082,31,0.015218946345576329,0.019707294289875107,1.0,148,9.724561546103525e-20,1.0,8.063175707684442e-19,4,huò,(literary) to catch; to capture; (literary) to get; to obtain; to win; (bound form) to reap; to harvest,Translation,包含 | 具有 | 拥有 | 涵盖 | 采用 | 具备 | 基于 | 涉及 | 含有 | 用于 | 依托 | 借助,0.0
倒数,144,61,0.24200733675929384,198,0.017321548822587407,0.02234132762314609,1.0,37,1.1848394110777864e-21,1.0,1.0775398529116335e-20,7-9,dàoshǔ,to count backwards (from 10 down to 0); to count down; from the bottom (lines on a page); from the back (rows of seats); inverse number; reciprocal (math.),Translation,月初 | 月底 | 下旬 | 中旬 | 年初 | 年底 | 前夕 | 上旬 | 近期 | 此后 | 上个月 | 前不久,0.75
状元,144,61,0.24000438516093828,143,-0.03734929252894695,-0.04914408951801149,1.0,175,1.5162633105637979e-21,1.0,1.4656461400447e-20,7-9,zhuàngyuan,top scorer in the palace examination (highest rank of the Imperial examination system); see 眼 and 花; top scorer in college entrance examination 考; (fig.) the most brilliantly talented person in the field; leading light,Translation,军官 | 外交官 | 球员 | 战士 | 画家 | 帅哥 | 水手 | 小姐 | 作家 | 警官 | 将军 | 绅士,0.0
成功,144,61,0.23762806404246767,127,0.0046666243166667565,0.006083950088504877,1.0,86,4.1204034203588307e-29,1.0,5.082849847596984e-28,3,chénggōng,"Chenggong or Chengkung town in Taitung County 台东县, southeast Taiwan; success; to succeed",Translation,准确 | 便捷 | 恰当 | 清晰 | 可靠 | 贴切 | 精确 | 方便 | 详尽 | 快捷 | 顺畅 | 正确,0.0
过半,144,61,0.2375452683033289,123,0.007129221854353718,0.00926373506289725,1.0,37,1.2950093171209232e-21,1.0,1.1756111549443922e-20,7-9,guòbàn,over fifty percent; more than half,Translation,月初 | 月底 | 下旬 | 中旬 | 年初 | 年底 | 前夕 | 上旬 | 近期 | 此后 | 上个月 | 前不久,0.0
立功,144,61,0.21356356779389077,70,-0.028936001118004068,-0.03679382075018181,1.0,25,1.4786684718732105e-36,1.0,3.9260713475767924e-35,7-9,lìgōng,to render meritorious service (one the three imperishables 朽); to make worthy contributions; to distinguish oneself,Translation,辉煌 | 欣欣向荣 | 壮丽 | 伟大 | 光辉 | 兴旺 | 繁荣 | 复兴 | 富强 | 蓬勃 | 昌盛 | 宏伟,0.0
观众,145,45,0.4586827607664537,128,0.1422322857420676,0.20807897678978232,1.0,158,3.885100263219221e-40,1.0,7.92390823617426e-39,3,guānzhòng,spectators; audience; visitors (to an exhibition etc),Translation,开幕式 | 闭幕式 | 开幕 | 大会 | 颁奖 | 展览会 | 晚会 | 闭幕 | 庆典 | 博览会 | 盛会 | 展览,0.5
民众,145,45,0.4573085390153565,39,0.12917792484823482,0.1922664249511835,1.0,39,3.9686072404825204e-22,1.0,3.691112235462075e-21,7-9,mínzhòng,the populace; the masses; the common people,Translation,妇女 | 老人 | 残疾人 | 青年 | 儿童 | 大学生 | 军人 | 青少年 | 中学生 | 小学生 | 农民工 | 盲人,1.0
市民,145,45,0.4426661369335468,39,0.1241424857977565,0.1821669761608894,1.0,39,4.578090792699074e-25,1.0,4.842509546443893e-24,6,shìmín,city resident,Translation,妇女 | 老人 | 残疾人 | 青年 | 儿童 | 大学生 | 军人 | 青少年 | 中学生 | 小学生 | 农民工 | 盲人,1.0
