token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
魅力,0,164,0.33245281890765455,1,0.051931073252129756,0.0721787947565486,0.9998478159565728,26,0.00010912035595891432,0.9997386956006139,0.0004104611505282552,7-9,mèilì,charm; fascination; glamor; charisma,Translation,真挚 | 祝福 | 感激 | 真诚 | 感恩 | 牵挂 | 深情 | 快乐 | 幸福 | 思念 | 情谊 | 亲爱,0.75
敦促,47,258,0.2590079011611213,48,0.04082578998930311,0.052219053276581225,0.9362312029993878,48,0.06053210263142438,0.8756991003679634,0.06467939707303876,7-9,dūncù,to press; to urge; to hasten,Translation,切实 | 及时 | 妥善 | 积极 | 注重 | 严格 | 细致 | 力求 | 稳妥 | 准确 | 尽力 | 完善,0.5
主张,47,258,0.25871694920170235,28,0.01732508644831704,0.022837991840159763,0.9932449893109246,39,0.0037446305933443572,0.9895003587175802,0.01258016798824241,3,zhǔzhāng,to advocate; to stand for; view; position; stand; proposition; viewpoint; assertion,Translation,军官 | 干部 | 医务 | 议员 | 法官 | 军人 | 公民 | 职员 | 外交官 | 工会 | 官员 | 委员,1.0
违背,47,258,0.2581658681069662,27,-0.019329018971544987,-0.02605571534194671,0.9422891982839239,27,0.04445030833261926,0.8978388899513046,0.06731556554367234,7-9,wéibèi,to go against; to be contrary to; to violate,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,1.0
抗议,47,258,0.2581459901880314,27,-0.020548541759036754,-0.02769890232748761,0.9389645976424986,27,0.060146484736810606,0.878818112905688,0.060099944755452245,6,kàngyì,to protest; protest,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,0.0
私下,47,258,0.2580452111695587,24,-0.0017115077902430387,-0.0023067548265858348,0.9804281120626812,24,0.01920152665172456,0.9612265854109566,0.025148168888235314,7-9,sīxià,in private,Translation,急忙 | 赶忙 | 慌忙 | 偷偷 | 连忙 | 赶紧 | 毫不犹豫 | 悄悄 | 趁机 | 立刻 | 索性 | 干脆,0.25
让步,47,258,0.2580033975277279,23,0.010010664368425237,0.013311925043599161,0.9127413014050921,23,0.0855242987755468,0.8272170026295453,0.07823163400490678,7-9,ràngbù,to concede; to give in; to yield; a concession; (linguistics) concessive,Translation,抵抗 | 背叛 | 容忍 | 抛弃 | 对抗 | 打败 | 抗拒 | 讨好 | 抵挡 | 摧毁 | 毁灭 | 牵制,0.75
中止,47,258,0.2570881022373875,23,0.06419638046583132,0.07953874616022842,0.9411534890771799,8,0.050113645979111124,0.8910398430980687,0.06606250478210611,7-9,zhōngzhǐ,to cease; to suspend; to break off; to stop; to discontinue,Translation,月初 | 此前 | 月底 | 年初 | 上个月 | 今年 | 上周 | 预计 | 近期 | 月份 | 此后 | 之前,0.25
解雇,47,258,0.2569318501807424,27,-0.00590841924088481,-0.00795138271277266,0.9998647596197159,27,0.0001284062029492334,0.9997363534167667,0.00035206568171317504,7-9,jiěgù,to fire; to sack; to dismiss; to terminate employment,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,0.5
怠工,47,258,0.2567781797208008,27,-0.07703167282356482,-0.10364560178632397,0.9502029310034378,27,0.04943698267649761,0.9007659483269401,0.051142906612046984,7-9,dàigōng,to slacken off in one's work; to go slow (as a form of strike),Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,0.0
隐瞒,47,258,0.2567562838145323,27,-0.03545094321207054,-0.04769760233428489,0.7753376235102433,27,0.19786525082912082,0.5774723726811224,0.16223059230747877,7-9,yǐnmán,to conceal; to hide (a taboo subject); to cover up the truth,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,1.0
争执,47,258,0.25669992686101434,7,-0.02483742823566104,-0.03341507573216223,0.8822604685043047,40,0.09694132258950064,0.7853191459148041,0.11238418361269402,7-9,zhēngzhí,to dispute; to disagree; to argue opinionatedly; to wrangle,Translation,骂 | 害臊 | 好笑 | 闹着玩儿 | 胡闹 | 蠢 | 丢人 | 没劲 | 嫌弃 | 心疼 | 傻 | 瞧不起,0.0
否认,47,258,0.2564598578806611,23,0.012174867351093854,0.01611039505438102,0.9884028655530033,22,0.008487495091354472,0.9799153704616488,0.019032234533974582,3,fǒurèn,to declare to be untrue; to deny,Translation,看法 | 疑虑 | 想法 | 事情 | 说法 | 道理 | 疑问 | 误解 | 争论 | 猜测 | 问题 | 结论,0.75
过错,47,258,0.25620847497538646,27,-0.005367302724014644,-0.007216138586463498,0.8524833002527331,4,0.12610136040380135,0.7263819398489317,0.12375433689418008,7-9,guòcuò,mistake; fault; responsibility (for a fault),Translation,方法 | 路子 | 好处 | 举措 | 思路 | 步骤 | 诀窍 | 主意 | 原则 | 窍门 | 计策 | 措施,0.75
说服,47,258,0.25593889594083236,23,-0.025289487371094543,-0.03398845502490273,0.8981110289706173,23,0.10028331899934428,0.7978277099712731,0.08690916973058324,4,shuōfú,to persuade; to convince; to talk sb over; Taiwan pr. [shuì fú],Translation,抵抗 | 背叛 | 容忍 | 抛弃 | 对抗 | 打败 | 抗拒 | 讨好 | 抵挡 | 摧毁 | 毁灭 | 牵制,0.5
判处,47,258,0.25588543893329124,27,-0.012118734755886429,-0.016286114249012797,0.9756992168421308,27,0.023154913801470344,0.9525443030406604,0.030826097291743758,7-9,pànchǔ,to sentence; to condemn,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,1.0
承认,47,258,0.25588116588432774,7,-0.0002890858525664841,-0.0003884942018838165,0.9693529822157373,40,0.0168702220843951,0.9524827601313421,0.04392855177730562,4,chéngrèn,"to admit; to concede; to recognize; recognition (diplomatic, artistic etc); to acknowledge",Translation,骂 | 害臊 | 好笑 | 闹着玩儿 | 胡闹 | 蠢 | 丢人 | 没劲 | 嫌弃 | 心疼 | 傻 | 瞧不起,0.75
劝说,47,258,0.2558348550839839,14,-0.03760704636237211,-0.050535887926619186,0.9888743775530184,14,0.009685661047051876,0.9791887165059665,0.017025977728433596,7-9,quànshuō,to persuade; persuasion; to advise,Translation,小声 | 大声 | 招呼 | 嬉笑 | 点头 | 插嘴 | 扭头 | 交头接耳 | 自言自语 | 神情 | 听见 | 坐下,0.25
警告,47,258,0.25510082051284894,27,0.014472482894853866,0.019058497454930535,0.9303442010944296,27,0.06631600313738348,0.8640281979570461,0.06920646604508997,5,jǐnggào,to warn; to admonish,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,1.0
依法,47,258,0.25508080290991664,48,0.018105588784559146,0.023728703339308977,0.8614075158461182,39,0.08198621946871737,0.7794212963774008,0.13512217077830546,5,yīfǎ,legal (proceedings); according to law,Translation,军官 | 干部 | 医务 | 议员 | 法官 | 军人 | 公民 | 职员 | 外交官 | 工会 | 官员 | 委员,1.0
道歉,47,258,0.2546048724467183,7,-0.03560092852724578,-0.04776115004146044,0.9062495796219893,14,0.09001955484297249,0.8162300247790167,0.0845579908288502,6,dàoqiàn,to apologize,Translation,小声 | 大声 | 招呼 | 嬉笑 | 点头 | 插嘴 | 扭头 | 交头接耳 | 自言自语 | 神情 | 听见 | 坐下,1.0
准许,47,258,0.25288096594567067,24,0.04783943310806321,0.06017853143803388,0.9995880435089554,24,0.00023347954894494338,0.9993545639600104,0.0010731634110126866,7-9,zhǔnxǔ,to allow; to grant; to permit,Translation,急忙 | 赶忙 | 慌忙 | 偷偷 | 连忙 | 赶紧 | 毫不犹豫 | 悄悄 | 趁机 | 立刻 | 索性 | 干脆,0.75
过失,47,258,0.2527065124319403,27,-0.0317904920204638,-0.042540839107163345,0.9691838822365306,4,0.027152353112262936,0.9420315291242677,0.0392717164136446,7-9,guòshī,error; fault; (law) negligence; delinquency,Translation,方法 | 路子 | 好处 | 举措 | 思路 | 步骤 | 诀窍 | 主意 | 原则 | 窍门 | 计策 | 措施,1.0
辩护,47,258,0.2525525209033019,27,-0.014592475596903909,-0.019523078216196584,0.958137175841238,27,0.026637855626334635,0.9314993202149034,0.05268115159172568,7-9,biànhù,to speak in defense of; to argue in favor of; to defend; to plead,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,1.0
废除,47,258,0.2523968062396215,23,0.015404844225552439,0.02018962246612217,0.9545630468603018,27,0.04323095029065535,0.9113320965696464,0.050283218855291585,7-9,fèichú,to abolish; to abrogate; to repeal,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,1.0
出面,47,258,0.2523382333846742,15,0.01603635533473355,0.020998290913411783,0.5602434813109508,39,0.4123162862094404,0.14792719510151042,0.20716722850825897,6,chūmiàn,to appear personally; to step in; to step forth; to show up,Translation,军官 | 干部 | 医务 | 议员 | 法官 | 军人 | 公民 | 职员 | 外交官 | 工会 | 官员 | 委员,0.5
表态,47,258,0.2520349309983813,22,0.016925718254940714,0.022128280974135325,0.9928577050095991,15,0.0025174302070268923,0.9903402748025723,0.013632898372545776,7-9,biǎotài,to declare one's position; to say where one stands,Translation,接见 | 开幕 | 会见 | 出席 | 举行 | 颁奖 | 应邀 | 拜会 | 招待会 | 举办 | 开幕式 | 闭幕,1.0
强迫,47,258,0.25201862425510146,27,-0.04372448486888014,-0.05845664917169344,0.9995039312832368,24,0.0002982776741059087,0.9992056536091308,0.0011832421472529739,5,qiǎngpò,to compel; to force,Translation,急忙 | 赶忙 | 慌忙 | 偷偷 | 连忙 | 赶紧 | 毫不犹豫 | 悄悄 | 趁机 | 立刻 | 索性 | 干脆,0.5
拖延,47,258,0.25198122780835275,27,-0.012286311039085729,-0.016425137303824104,0.9603607036957008,23,0.036593164568749226,0.9237675391269515,0.046116106628931945,7-9,tuōyán,to delay; to put off; to procrastinate,Translation,抵抗 | 背叛 | 容忍 | 抛弃 | 对抗 | 打败 | 抗拒 | 讨好 | 抵挡 | 摧毁 | 毁灭 | 牵制,0.5
当事人,47,258,0.251199284670123,32,0.015571558242003042,0.020371694239035936,0.6796279629201736,39,0.31597650060846255,0.363651462311711,0.16726085398635382,7-9,dāngshìrén,persons involved or implicated; party (to an affair),Translation,军官 | 干部 | 医务 | 议员 | 法官 | 军人 | 公民 | 职员 | 外交官 | 工会 | 官员 | 委员,0.75
和解,47,258,0.25102918539381297,23,0.040339224340545654,0.05110694448327918,0.9849466065958163,39,0.007320738666682979,0.9776258679291334,0.024988167781725145,7-9,héjiě,to settle (a dispute out of court); to reconcile; settlement; conciliation; to become reconciled,Translation,军官 | 干部 | 医务 | 议员 | 法官 | 军人 | 公民 | 职员 | 外交官 | 工会 | 官员 | 委员,1.0
反对,47,258,0.25099267221766636,23,-0.016608097462021465,-0.022173477943393284,0.9250330701225905,27,0.0708808101987541,0.8541522599238364,0.07267753605465396,3,fǎnduì,to oppose; to be against; to object to,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,0.5
磋商,47,258,0.2509407859435529,15,0.018058229699061235,0.023540371615922553,0.9949994613276298,15,0.003527743973520553,0.9914717173541093,0.009272979117249317,7-9,cuōshāng,to consult; to discuss seriously; to negotiate; to confer; negotiations; consultations,Translation,接见 | 开幕 | 会见 | 出席 | 举行 | 颁奖 | 应邀 | 拜会 | 招待会 | 举办 | 开幕式 | 闭幕,1.0
决议,47,258,0.25065135591077575,15,0.04606544908960186,0.057913795448989176,0.9185048820631017,39,0.0674593555363519,0.8510455265267498,0.08388528734570894,7-9,juéyì,a resolution; to pass a resolution,Translation,军官 | 干部 | 医务 | 议员 | 法官 | 军人 | 公民 | 职员 | 外交官 | 工会 | 官员 | 委员,0.75
遵守,47,258,0.2501694246255788,48,0.02092925924638156,0.027154060585783252,0.9523354019634256,48,0.03667587482619005,0.9156595271372355,0.05779610457785059,5,zūnshǒu,to comply with; to abide by; to respect (an agreement),Translation,切实 | 及时 | 妥善 | 积极 | 注重 | 严格 | 细致 | 力求 | 稳妥 | 准确 | 尽力 | 完善,1.0
干涉,47,258,0.24997317993984208,27,-0.04367568343869127,-0.058232162198130585,0.6132931625739109,27,0.2077726712298332,0.40552049134407764,0.23896651337619662,6,gānshè,to interfere; to meddle; interference,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,0.0
决定,47,258,0.2490005064578909,24,0.029102050134082152,0.037305464102711614,0.8004870462455963,35,0.14055861234163064,0.6599284339039657,0.17984717075342935,3,juédìng,to decide (to do something); to resolve; decision; certainly,Translation,减弱 | 增大 | 下降 | 降低 | 加剧 | 萎缩 | 趋于 | 缓解 | 回升 | 改善 | 回落 | 收缩,1.0
批准,47,258,0.2486886465186001,15,0.02207661557403698,0.028545331007669823,0.8170543201125917,33,0.13423962132437867,0.6828146987882131,0.16047793143628053,3,pīzhǔn,to approve; to ratify,Translation,核实 | 分析 | 查询 | 核对 | 阐述 | 验证 | 解释 | 查找 | 表述 | 询问 | 公示 | 评估,1.0
调解,47,258,0.24854998026059097,39,0.04846696385700741,0.06058999227532398,0.9204625095719713,15,0.04490416823350159,0.8755583413384697,0.09252919792291188,5,tiáojiě,to mediate; to bring parties to an agreement,Translation,接见 | 开幕 | 会见 | 出席 | 举行 | 颁奖 | 应邀 | 拜会 | 招待会 | 举办 | 开幕式 | 闭幕,1.0
纠纷,47,258,0.2484613063911131,22,0.023916537260839366,0.030841931692194884,0.9951498919785757,22,0.0023739362258940744,0.9927759557526816,0.009811155841706313,6,jiūfēn,dispute,Translation,看法 | 疑虑 | 想法 | 事情 | 说法 | 道理 | 疑问 | 误解 | 争论 | 猜测 | 问题 | 结论,1.0
书面,47,258,0.24837829382519044,33,0.028419642244311594,0.036433507405611826,0.9245681023500626,33,0.07210046501328055,0.8524676373367821,0.072617987475013,7-9,shūmiàn,in writing; written,Translation,核实 | 分析 | 查询 | 核对 | 阐述 | 验证 | 解释 | 查找 | 表述 | 询问 | 公示 | 评估,1.0
此事,47,258,0.24834846616839046,7,0.01740694612284885,0.02263409945610335,0.9031584736451425,33,0.0933238256607004,0.809834647984442,0.08618319795532836,6,cǐshì,this matter,Translation,核实 | 分析 | 查询 | 核对 | 阐述 | 验证 | 解释 | 查找 | 表述 | 询问 | 公示 | 评估,1.0
协议,47,258,0.24813509719513493,3,0.03169128100460117,0.040445448149647165,0.535312719153869,31,0.2701361723732407,0.2651765467806283,0.2927521350049717,5,xiéyì,agreement; pact; protocol,Translation,企业 | 业务 | 设备 | 销售 | 产业 | 产品 | 汽车 | 运营 | 行业 | 市场 | 租赁 | 电力,1.0
条款,47,258,0.24800805341398421,4,0.021997020014776686,0.028420327632554313,0.9144400389987639,39,0.050022026477752064,0.8644180125210118,0.0948521984786127,7-9,tiáokuǎn,clause (of contract or law),Translation,军官 | 干部 | 医务 | 议员 | 法官 | 军人 | 公民 | 职员 | 外交官 | 工会 | 官员 | 委员,1.0
妨害,47,258,0.24722702793188744,27,-0.0573149958292285,-0.07613848790527845,0.9364385482373633,27,0.04022011405997411,0.8962184341773891,0.07319731729905178,7-9,fánghài,to jeopardize; to be harmful to; to undermine,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,0.5
说情,47,258,0.24627683284271581,14,-0.029138842021692396,-0.03865987313563865,0.9932428167729935,14,0.00374021089427284,0.9895026058787207,0.011982237548077763,7-9,shuōqíng,to intercede; to plead for sb else,Translation,小声 | 大声 | 招呼 | 嬉笑 | 点头 | 插嘴 | 扭头 | 交头接耳 | 自言自语 | 神情 | 听见 | 坐下,0.5
谅解,47,258,0.24621236263117957,26,0.009572365202835498,0.012539778309824405,0.9819461427909789,4,0.013307964500770628,0.9686381782902083,0.027956113942010172,7-9,liàngjiě,to understand; to make allowances for; understanding,Translation,方法 | 路子 | 好处 | 举措 | 思路 | 步骤 | 诀窍 | 主意 | 原则 | 窍门 | 计策 | 措施,1.0
刁难,47,258,0.24593475931804865,27,-0.07272247347126137,-0.09644055918224477,0.7602951714749548,27,0.12004336503532914,0.6402518064396256,0.2054344701935399,7-9,diāonàn,to be hard on sb; to deliberately make things difficult; Taiwan pr. [diāo nán],Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,0.0
行为,47,258,0.24577375616663202,27,-0.030803794194457418,-0.04084158360480355,0.7877452690436091,4,0.17071469232122802,0.617030576722381,0.17144789893602966,2,xíngwéi,action; conduct; behavior; activity,Translation,方法 | 路子 | 好处 | 举措 | 思路 | 步骤 | 诀窍 | 主意 | 原则 | 窍门 | 计策 | 措施,0.75
离婚,47,258,0.24508408004512386,32,-0.04075403637885108,-0.05398486811787876,0.7683029394283994,15,0.10019755122395377,0.6681053882044456,0.2020386687713477,3,líhūn,to divorce,Translation,接见 | 开幕 | 会见 | 出席 | 举行 | 颁奖 | 应邀 | 拜会 | 招待会 | 举办 | 开幕式 | 闭幕,0.0
强制,47,258,0.24500180025326299,27,0.016310089490247592,0.021146005712427026,0.996733316751681,3,0.0012460912149061274,0.9954872255367748,0.0068172130996149655,7-9,qiángzhì,to force; to compel; to coerce; forced; compulsory; Taiwan pr. [qiǎng zhì],Translation,学费 | 交纳 | 收据 | 支票 | 生活费 | 缴纳 | 付款 | 汇款 | 返还 | 报销 | 账单 | 款项,0.5
争端,47,258,0.2448538492913698,22,0.014770319834860851,0.01918431466264694,0.9900471013866939,39,0.003949842503738904,0.9860972588829551,0.01792104617973299,7-9,zhēngduān,dispute; controversy; conflict,Translation,军官 | 干部 | 医务 | 议员 | 法官 | 军人 | 公民 | 职员 | 外交官 | 工会 | 官员 | 委员,1.0
解散,47,258,0.24462128573959796,15,0.013714358891747214,0.01783185854936716,0.9982097488715292,15,0.0015011690195007334,0.9967085798520285,0.0036692394419870545,7-9,jiěsàn,to dissolve; to disband,Translation,接见 | 开幕 | 会见 | 出席 | 举行 | 颁奖 | 应邀 | 拜会 | 招待会 | 举办 | 开幕式 | 闭幕,0.5
推辞,47,258,0.2444924923057336,7,-0.07888235014673983,-0.10440975019226585,0.9952217718618016,14,0.0039051831949935877,0.991316588666808,0.008606107479364316,7-9,tuīcí,"to decline (an appointment, invitation etc)",Translation,小声 | 大声 | 招呼 | 嬉笑 | 点头 | 插嘴 | 扭头 | 交头接耳 | 自言自语 | 神情 | 听见 | 坐下,0.25
要求,47,258,0.24370473196743292,4,0.020716646327188143,0.026661941656658302,0.9714150024768907,48,0.011475943605026946,0.9599390588718638,0.04304018164177896,2,yāoqiú,to request; to require; requirement; to stake a claim; to ask; to demand,Translation,切实 | 及时 | 妥善 | 积极 | 注重 | 严格 | 细致 | 力求 | 稳妥 | 准确 | 尽力 | 完善,1.0
禁止,47,258,0.24351448515844767,27,0.015891075993150927,0.020574258958285453,0.9808190657558464,27,0.01395360599343361,0.9668654597624128,0.027540417164716335,4,jìnzhǐ,to prohibit; to forbid; to ban,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,0.0
表决,47,258,0.2429987851850863,15,0.012936395838287346,0.01680187544976835,0.905313722661571,33,0.07863326854617826,0.8266804541153927,0.09570532153977725,7-9,biǎojué,to decide by vote; to vote,Translation,核实 | 分析 | 查询 | 核对 | 阐述 | 验证 | 解释 | 查找 | 表述 | 询问 | 公示 | 评估,0.75
提出,47,258,0.24294751366865872,33,0.01908019791671345,0.024583680476230725,0.9060996173471212,33,0.08272652000373577,0.8233730973433854,0.09216953693854191,2,tíchū,to raise (an issue); to propose; to put forward; to suggest; to post (on a website); to withdraw (cash),Translation,核实 | 分析 | 查询 | 核对 | 阐述 | 验证 | 解释 | 查找 | 表述 | 询问 | 公示 | 评估,0.75
谈判,47,258,0.242787353677467,15,0.037206857645129626,0.04683527715432837,0.9892111214494786,15,0.007243703423036926,0.9819674180264417,0.017954585427280567,3,tánpàn,to negotiate; negotiation; talks; conference,Translation,接见 | 开幕 | 会见 | 出席 | 举行 | 颁奖 | 应邀 | 拜会 | 招待会 | 举办 | 开幕式 | 闭幕,0.75
擅自,47,258,0.2425752738919461,24,-0.03715643882639019,-0.04905627918607119,0.9943628163468533,24,0.005455773923291954,0.9889070424235613,0.00915333025203549,7-9,shànzì,without permission,Translation,急忙 | 赶忙 | 慌忙 | 偷偷 | 连忙 | 赶紧 | 毫不犹豫 | 悄悄 | 趁机 | 立刻 | 索性 | 干脆,0.0
义务,47,258,0.24236839230094465,3,0.0076466294475562024,0.009991959886468447,0.7835825935162066,39,0.14034297397760123,0.6432396195386054,0.1762969148602604,4,yìwù,duty; obligation; volunteer (work etc),Translation,军官 | 干部 | 医务 | 议员 | 法官 | 军人 | 公民 | 职员 | 外交官 | 工会 | 官员 | 委员,0.75
煽动,47,258,0.24222475319809805,27,-0.10034637812820602,-0.1324223489111126,0.6339940019454552,27,0.3522621390491331,0.28173186289632207,0.1837574561099394,7-9,shāndòng,to incite; to instigate,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,0.0
案件,47,258,0.242143808700632,27,-0.004568030844757653,-0.00602756947452738,0.9482547820183758,39,0.02687340066105783,0.921381381357318,0.06672978962045933,7-9,ànjiàn,case; instance,Translation,军官 | 干部 | 医务 | 议员 | 法官 | 军人 | 公民 | 职员 | 外交官 | 工会 | 官员 | 委员,1.0
照办,47,258,0.24171720461876148,14,-0.02710016735718493,-0.035738866188517265,0.9972962826072531,40,0.000879683419422668,0.9964165991878304,0.005945059629073752,7-9,zhàobàn,to follow the rules; to do as instructed; to play by the book; to comply with a request,Translation,骂 | 害臊 | 好笑 | 闹着玩儿 | 胡闹 | 蠢 | 丢人 | 没劲 | 嫌弃 | 心疼 | 傻 | 瞧不起,0.25
停止,47,258,0.24152505810978536,24,0.026323513037397772,0.033541749314256464,0.5788321882921226,24,0.2571558787016124,0.3216763095905102,0.273755872496009,3,tíngzhǐ,to stop; to halt; to cease,Translation,急忙 | 赶忙 | 慌忙 | 偷偷 | 连忙 | 赶紧 | 毫不犹豫 | 悄悄 | 趁机 | 立刻 | 索性 | 干脆,0.0
借口,47,258,0.2412430588141722,27,-0.023940961340560257,-0.031552872917569565,0.9394684724421265,4,0.056900341070040814,0.8825681313720857,0.06246897202708334,7-9,jièkǒu,to use as an excuse; excuse; pretext,Translation,方法 | 路子 | 好处 | 举措 | 思路 | 步骤 | 诀窍 | 主意 | 原则 | 窍门 | 计策 | 措施,0.5
事项,47,258,0.24088491745220592,4,0.014792050233193937,0.019113469312576983,0.9769788346989735,31,0.01477746447858609,0.9622013702203874,0.03474819778995951,7-9,shìxiàng,matter; item,Translation,企业 | 业务 | 设备 | 销售 | 产业 | 产品 | 汽车 | 运营 | 行业 | 市场 | 租赁 | 电力,1.0
无条件,47,258,0.2403925025846312,24,0.020987566158586574,0.026886624240864337,0.9509768340748135,24,0.03951256579957447,0.911464268275239,0.059561832269050305,7-9,wútiáojiàn,unconditional,Translation,急忙 | 赶忙 | 慌忙 | 偷偷 | 连忙 | 赶紧 | 毫不犹豫 | 悄悄 | 趁机 | 立刻 | 索性 | 干脆,0.0
采纳,47,258,0.24008689653699009,33,0.029825654547867175,0.037766481947763844,0.6569155114651796,33,0.3410617257912858,0.31585378567389377,0.16797885087606593,6,cǎinà,to accept; to adopt,Translation,核实 | 分析 | 查询 | 核对 | 阐述 | 验证 | 解释 | 查找 | 表述 | 询问 | 公示 | 评估,1.0
推卸,47,258,0.24005184111055589,27,-0.015872054728353013,-0.020885707192906177,0.6459199467573828,23,0.33555976662990145,0.3103601801274814,0.18979772200204453,7-9,tuīxiè,to avoid (esp. responsibility); to shift (the blame); to pass the buck,Translation,抵抗 | 背叛 | 容忍 | 抛弃 | 对抗 | 打败 | 抗拒 | 讨好 | 抵挡 | 摧毁 | 毁灭 | 牵制,0.25
约定,47,258,0.24003597331179072,3,0.001080946269986366,0.0014203448001038367,0.9947638612235215,3,0.004192779617763532,0.9905710816057579,0.00946111823312639,6,yuēdìng,"to agree on sth (after discussion); to conclude a bargain; to arrange; to promise; to stipulate; to make an appointment; stipulated (time, amount, quality etc); an arrangement; a deal; appointment; undertaking; commitment; understanding; engagement; stipulation",Translation,学费 | 交纳 | 收据 | 支票 | 生活费 | 缴纳 | 付款 | 汇款 | 返还 | 报销 | 账单 | 款项,1.0
事宜,47,258,0.24002924896393688,4,0.0020374031171097318,0.0026737287599946295,0.9946189058201507,4,0.005277244764104072,0.9893416610560466,0.008718207120816942,7-9,shìyí,matters; arrangements,Translation,方法 | 路子 | 好处 | 举措 | 思路 | 步骤 | 诀窍 | 主意 | 原则 | 窍门 | 计策 | 措施,1.0
干预,47,258,0.23966642171107555,23,-0.004699453432400691,-0.006180778498532874,0.7611998811467052,23,0.20476649137107875,0.5564333897756265,0.17306191079279132,5,gānyù,to meddle; to intervene; intervention,Translation,抵抗 | 背叛 | 容忍 | 抛弃 | 对抗 | 打败 | 抗拒 | 讨好 | 抵挡 | 摧毁 | 毁灭 | 牵制,1.0
合法,47,258,0.23910390892314762,27,0.00027789791844320955,0.0003650911913187352,0.9313301471775147,27,0.045616507972388316,0.8857136392051264,0.08310835918032258,3,héfǎ,lawful; legitimate; legal,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,1.0
吊销,47,258,0.23888310770395063,27,0.004362777933074463,0.005699404050493608,0.9330841399088653,27,0.024435163329945664,0.9086489765789196,0.08362300603938932,7-9,diàoxiāo,to suspend (an agreement); to revoke,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,0.75
意见,47,258,0.23852811613014321,4,-0.007981932949096271,-0.010482242507144766,0.9693946670608253,4,0.012215631382911178,0.9571790356779142,0.0442106041568419,2,yìjiàn,idea; opinion; suggestion; objection; complaint,Translation,方法 | 路子 | 好处 | 举措 | 思路 | 步骤 | 诀窍 | 主意 | 原则 | 窍门 | 计策 | 措施,1.0
予以,47,258,0.2385199583680779,48,0.01080249714183315,0.013987752667547865,0.9907004534485381,48,0.00862692934691692,0.9820735241016212,0.014338519591785264,7-9,yǔyǐ,to give; to impose; to apply,Translation,切实 | 及时 | 妥善 | 积极 | 注重 | 严格 | 细致 | 力求 | 稳妥 | 准确 | 尽力 | 完善,1.0
